SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_overall,source,target
Bachelors,"Industrial arts, consumer services, and recreation",3071,55000,0.1029912841,0.0027500643,"Major: Industrial arts, consumer services, and recreation",Occ: Sales and related
Bachelors,"Industrial arts, consumer services, and recreation",2068,76000,0.0691669928,0.001846891,"Major: Industrial arts, consumer services, and recreation",Occ: Transportation and material moving
Bachelors,Law and public policy,262,69000,0.0073923226,0.000227717,Major: Law and public policy,Occ: Architecture and engineering
Bachelors,Law and public policy,284,55000,0.0091106375,0.0002806488,Major: Law and public policy,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Law and public policy,218,36000,0.0063827439,0.0001966174,Major: Law and public policy,Occ: Building and grounds cleaning and maintenance
Bachelors,Law and public policy,2303,59000,0.0677304299,0.0020864035,Major: Law and public policy,Occ: Business and financial operations
Bachelors,Law and public policy,3065,43000,0.0908414912,0.0027983287,Major: Law and public policy,Occ: Community and social service
Bachelors,Law and public policy,688,71000,0.0207389084,0.0006388521,Major: Law and public policy,Occ: Computer and mathematical
Bachelors,Law and public policy,368,52000,0.01131041,0.0003484118,Major: Law and public policy,Occ: Construction and extraction
Bachelors,Law and public policy,996,44000,0.0297869619,0.0009175731,Major: Law and public policy,"Occ: Education, training, and library"
Bachelors,Law and public policy,265,32000,0.0097134202,0.0002992173,Major: Law and public policy,Occ: Food preparation and serving related
Bachelors,Law and public policy,682,51000,0.0209321502,0.0006448049,Major: Law and public policy,Occ: Healthcare practitioners and technical
Bachelors,Law and public policy,153,35000,0.0050687546,0.0001561406,Major: Law and public policy,Occ: Healthcare support
Bachelors,Law and public policy,366,52000,0.0115349438,0.0003553284,Major: Law and public policy,"Occ: Installation, maintenance and repair"
Bachelors,Law and public policy,1277,51000,0.0392903963,0.0012103219,Major: Law and public policy,Occ: Legal
Bachelors,Law and public policy,286,55000,0.0078652709,0.0002422859,Major: Law and public policy,"Occ: Life, physical, and social sciences"
Bachelors,Law and public policy,3823,68000,0.1117138023,0.0034412902,Major: Law and public policy,Occ: Management
Bachelors,Law and public policy,4010,41000,0.1197012218,0.0036873389,Major: Law and public policy,Occ: Office and administrative support
Bachelors,Law and public policy,333,33000,0.0111440684,0.0003432877,Major: Law and public policy,Occ: Personal care and service
Bachelors,Law and public policy,519,49000,0.0156583507,0.000482348,Major: Law and public policy,Occ: Production
Bachelors,Law and public policy,10460,66000,0.3076763661,0.0094778232,Major: Law and public policy,Occ: Protective service
Bachelors,Law and public policy,2400,55000,0.0726852706,0.002239035,Major: Law and public policy,Occ: Sales and related
Bachelors,Law and public policy,742,50000,0.0232724622,0.0007168971,Major: Law and public policy,Occ: Transportation and material moving
Bachelors,Physical sciences,1469,82000,0.0564885427,0.0013629534,Major: Physical sciences,Occ: Architecture and engineering
Bachelors,Physical sciences,407,61000,0.0160248873,0.0003866479,Major: Physical sciences,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Physical sciences,174,33000,0.0074704775,0.0001802474,Major: Physical sciences,Occ: Building and grounds cleaning and maintenance
Bachelors,Physical sciences,1764,67000,0.0710864101,0.0017151701,Major: Physical sciences,Occ: Business and financial operations
Bachelors,Physical sciences,377,42000,0.0165978681,0.0004004727,Major: Physical sciences,Occ: Community and social service
Bachelors,Physical sciences,1982,88000,0.0761903193,0.0018383171,Major: Physical sciences,Occ: Computer and mathematical
Bachelors,Physical sciences,334,51000,0.0139215048,0.0003358975,Major: Physical sciences,Occ: Construction and extraction
Bachelors,Physical sciences,1737,42000,0.0651018276,0.0015707744,Major: Physical sciences,"Occ: Education, training, and library"
Bachelors,Physical sciences,56,38000,0.0023981084,0.0000578615,Major: Physical sciences,"Occ: Farming, fisheries, and forestry"
Bachelors,Physical sciences,231,28000,0.0113352064,0.0002734954,Major: Physical sciences,Occ: Food preparation and serving related
Bachelors,Physical sciences,2193,61000,0.0886749917,0.0021395467,Major: Physical sciences,Occ: Healthcare practitioners and technical
Bachelors,Physical sciences,226,38000,0.0107044019,0.0002582754,Major: Physical sciences,Occ: Healthcare support
Bachelors,Physical sciences,344,56000,0.0144503292,0.000348657,Major: Physical sciences,"Occ: Installation, maintenance and repair"
Bachelors,Physical sciences,154,84000,0.0059936941,0.0001446156,Major: Physical sciences,Occ: Legal
Bachelors,Physical sciences,3086,62000,0.1117161772,0.0026954836,Major: Physical sciences,"Occ: Life, physical, and social sciences"
Bachelors,Physical sciences,4643,86000,0.1816313936,0.0043823952,Major: Physical sciences,Occ: Management
Bachelors,Physical sciences,1727,43000,0.0722109943,0.0017423041,Major: Physical sciences,Occ: Office and administrative support
Bachelors,Physical sciences,215,40000,0.0100403049,0.0002422521,Major: Physical sciences,Occ: Personal care and service
Bachelors,Physical sciences,878,55000,0.0315980486,0.0007623965,Major: Physical sciences,Occ: Production
Bachelors,Physical sciences,496,65000,0.0208575507,0.0005032502,Major: Physical sciences,Occ: Protective service
Bachelors,Physical sciences,2311,66000,0.0937109142,0.0022610533,Major: Physical sciences,Occ: Sales and related
Bachelors,Physical sciences,512,53000,0.0217960476,0.0005258942,Major: Physical sciences,Occ: Transportation and material moving
Bachelors,Psychology and social work,339,72000,0.0067657037,0.0003117991,Major: Psychology and social work,Occ: Architecture and engineering
Bachelors,Psychology and social work,862,55000,0.0174515709,0.00080426,Major: Psychology and social work,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Psychology and social work,220,29000,0.0042753743,0.0001970317,Major: Psychology and social work,Occ: Building and grounds cleaning and maintenance
Bachelors,Psychology and social work,4859,56000,0.0948734222,0.0043722654,Major: Psychology and social work,Occ: Business and financial operations
Bachelors,Psychology and social work,9096,40000,0.1794420583,0.0082696322,Major: Psychology and social work,Occ: Community and social service
Bachelors,Psychology and social work,1610,72000,0.0314363493,0.001448752,Major: Psychology and social work,Occ: Computer and mathematical
Bachelors,Psychology and social work,263,49000,0.0056747512,0.0002615223,Major: Psychology and social work,Occ: Construction and extraction
Bachelors,Psychology and social work,3830,41000,0.0756232291,0.0034851154,Major: Psychology and social work,"Occ: Education, training, and library"
Bachelors,Psychology and social work,665,28000,0.0152874631,0.0007045266,Major: Psychology and social work,Occ: Food preparation and serving related
Bachelors,Psychology and social work,2840,52000,0.0550918182,0.0025389202,Major: Psychology and social work,Occ: Healthcare practitioners and technical
Bachelors,Psychology and social work,635,32000,0.0134774653,0.0006211124,Major: Psychology and social work,Occ: Healthcare support
Bachelors,Psychology and social work,289,50000,0.0060204213,0.0002774526,Major: Psychology and social work,"Occ: Installation, maintenance and repair"
Bachelors,Psychology and social work,616,49000,0.0121230402,0.0005586933,Major: Psychology and social work,Occ: Legal
Bachelors,Psychology and social work,498,46000,0.0106370623,0.0004902117,Major: Psychology and social work,"Occ: Life, physical, and social sciences"
Bachelors,Psychology and social work,8255,62000,0.1563885765,0.0072072067,Major: Psychology and social work,Occ: Management
Bachelors,Psychology and social work,7227,39000,0.1418575879,0.0065375424,Major: Psychology and social work,Occ: Office and administrative support
Bachelors,Psychology and social work,1126,30000,0.0237169336,0.0010930008,Major: Psychology and social work,Occ: Personal care and service
Bachelors,Psychology and social work,603,40000,0.0113597771,0.0005235182,Major: Psychology and social work,Occ: Production
Bachelors,Psychology and social work,1513,62000,0.0299432158,0.0013799406,Major: Psychology and social work,Occ: Protective service
Bachelors,Psychology and social work,4673,55000,0.0954489886,0.0043987905,Major: Psychology and social work,Occ: Sales and related
Bachelors,Psychology and social work,580,41000,0.0125978779,0.0005805764,Major: Psychology and social work,Occ: Transportation and material moving
Bachelors,Social sciences,1097,66000,0.0137431781,0.0009335457,Major: Social sciences,Occ: Architecture and engineering
Bachelors,Social sciences,1955,63000,0.0253174421,0.0017197615,Major: Social sciences,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Social sciences,374,33000,0.0048911354,0.0003322447,Major: Social sciences,Occ: Building and grounds cleaning and maintenance
Bachelors,Social sciences,10758,66000,0.1426980948,0.0096931866,Major: Social sciences,Occ: Business and financial operations
Bachelors,Social sciences,3956,42000,0.0518707071,0.0035234699,Major: Social sciences,Occ: Community and social service
Bachelors,Social sciences,3886,76000,0.0503865494,0.0034226541,Major: Social sciences,Occ: Computer and mathematical
Bachelors,Social sciences,687,51000,0.0096045155,0.0006524149,Major: Social sciences,Occ: Construction and extraction
Bachelors,Social sciences,3466,44000,0.04459643,0.0030293433,Major: Social sciences,"Occ: Education, training, and library"
Bachelors,Social sciences,79,41000,0.0008287781,0.0000562972,Major: Social sciences,"Occ: Farming, fisheries, and forestry"
Bachelors,Social sciences,858,31000,0.0138125127,0.0009382554,Major: Social sciences,Occ: Food preparation and serving related
Bachelors,Social sciences,1696,55000,0.0225598689,0.0015324453,Major: Social sciences,Occ: Healthcare practitioners and technical
Bachelors,Social sciences,390,33000,0.0055399176,0.0003763151,Major: Social sciences,Occ: Healthcare support
Bachelors,Social sciences,554,51000,0.0074343566,0.0005050005,Major: Social sciences,"Occ: Installation, maintenance and repair"
Bachelors,Social sciences,1436,54000,0.0192684072,0.0013088631,Major: Social sciences,Occ: Legal
Bachelors,Social sciences,886,60000,0.0112733993,0.0007657787,Major: Social sciences,"Occ: Life, physical, and social sciences"
Bachelors,Social sciences,16815,81000,0.2187780116,0.0148611381,Major: Social sciences,Occ: Management
Bachelors,Social sciences,8966,44000,0.1186278033,0.0080581414,Major: Social sciences,Occ: Office and administrative support
Bachelors,Social sciences,880,33000,0.0127154833,0.0008637365,Major: Social sciences,Occ: Personal care and service
Bachelors,Social sciences,1088,46000,0.0149746443,0.0010171966,Major: Social sciences,Occ: Production
Bachelors,Social sciences,3616,70000,0.0473444183,0.0032160085,Major: Social sciences,Occ: Protective service
Bachelors,Social sciences,10760,72000,0.1460861518,0.0099233303,Major: Social sciences,Occ: Sales and related
Bachelors,Social sciences,1290,50000,0.0176481945,0.0011988054,Major: Social sciences,Occ: Transportation and material moving
