SCHL,gmajor,_FREQ_,radj_wagp,pct,major_occ,source,target,pct_gmajor
Bachelors,Psychology and social work,1053,45000,0.0212544927,Sales and related,Major: Psychology and social work,Occ: First-line supervisors of retail sales workers,0.0212544927
Bachelors,Psychology and social work,561,68000,0.0102833192,Management,Major: Psychology and social work,Occ: General and operations managers,0.0102833192
Bachelors,Psychology and social work,1148,56000,0.0225542417,Business and financial operations,Major: Psychology and social work,Occ: Human resources workers,0.0225542417
Bachelors,Psychology and social work,1888,66000,0.0338995241,Management,Major: Psychology and social work,"Occ: Managers, all other",0.0338995241
Bachelors,Psychology and social work,685,77000,0.0130905129,Management,Major: Psychology and social work,Occ: Marketing and sales managers,0.0130905129
Bachelors,Psychology and social work,639,55000,0.0126466828,Management,Major: Psychology and social work,Occ: Medical and health services managers,0.0126466828
Bachelors,Psychology and social work,493,39000,0.0100580098,Office and administrative support,Major: Psychology and social work,"Occ: Office and administrative support workers, all other",0.0100580098
Bachelors,Psychology and social work,523,68000,0.011057591,Protective service,Major: Psychology and social work,Occ: Police and sheriff's patrol officers,0.011057591
Bachelors,Psychology and social work,1344,59000,0.0246801863,Healthcare practitioners and technical,Major: Psychology and social work,Occ: Registered nurses,0.0246801863
Bachelors,Psychology and social work,626,43000,0.0128173161,Sales and related,Major: Psychology and social work,Occ: Retail salespersons,0.0128173161
Bachelors,Psychology and social work,770,72000,0.015351313,Sales and related,Major: Psychology and social work,"Occ: Sales representatives, wholesale and manufacturing",0.015351313
Bachelors,Psychology and social work,1545,39000,0.0294192063,Office and administrative support,Major: Psychology and social work,Occ: Secretaries and administrative assistants,0.0294192063
Bachelors,Psychology and social work,807,49000,0.0147484085,Management,Major: Psychology and social work,Occ: Social and community service managers,0.0147484085
Bachelors,Psychology and social work,6150,40000,0.1183204615,Community and social service,Major: Psychology and social work,Occ: Social workers,0.1183204615
Bachelors,Social sciences,2102,62000,0.0273893874,Business and financial operations,Major: Social sciences,Occ: Accountants and auditors,0.0273893874
Bachelors,Social sciences,1749,126000,0.0223618235,Management,Major: Social sciences,Occ: Chief executives,0.0223618235
Bachelors,Social sciences,787,74000,0.0104561977,Computer and mathematical,Major: Social sciences,Occ: Computer systems analysts,0.0104561977
Bachelors,Social sciences,1293,42000,0.018202124,Office and administrative support,Major: Social sciences,Occ: Customer service representatives,0.018202124
Bachelors,Social sciences,1665,46000,0.0200974343,"Education, training, and library",Major: Social sciences,Occ: Elementary and middle school teachers,0.0200974343
Bachelors,Social sciences,1990,90000,0.0263273365,Management,Major: Social sciences,Occ: Financial managers,0.0263273365
Bachelors,Social sciences,1392,88000,0.0181098854,Sales and related,Major: Social sciences,Occ: First-line supervisors of non-retail sales workers,0.0181098854
Bachelors,Social sciences,1319,60000,0.0167144809,Office and administrative support,Major: Social sciences,Occ: First-line supervisors of office and administrative support workers,0.0167144809
Bachelors,Social sciences,1816,53000,0.0250338799,Sales and related,Major: Social sciences,Occ: First-line supervisors of retail sales workers,0.0250338799
Bachelors,Social sciences,1315,82000,0.0177662002,Management,Major: Social sciences,Occ: General and operations managers,0.0177662002
Bachelors,Social sciences,1177,61000,0.0158183599,Business and financial operations,Major: Social sciences,Occ: Human resources workers,0.0158183599
Bachelors,Social sciences,738,66000,0.0100491528,Sales and related,Major: Social sciences,Occ: Insurance sales agents,0.0100491528
Bachelors,Social sciences,1287,80000,0.0167251861,Business and financial operations,Major: Social sciences,Occ: Management analysts,0.0167251861
Bachelors,Social sciences,4371,83000,0.0568871924,Management,Major: Social sciences,"Occ: Managers, all other",0.0568871924
Bachelors,Social sciences,1593,98000,0.0207373785,Management,Major: Social sciences,Occ: Marketing and sales managers,0.0207373785
Bachelors,Social sciences,934,51000,0.0122501825,Legal,Major: Social sciences,Occ: Paralegals and legal assistants,0.0122501825
Bachelors,Social sciences,1096,99000,0.0148089634,Business and financial operations,Major: Social sciences,Occ: Personal financial advisors,0.0148089634
Bachelors,Social sciences,1535,74000,0.0207778341,Protective service,Major: Social sciences,Occ: Police and sheriff's patrol officers,0.0207778341
Bachelors,Social sciences,1236,51000,0.017665497,Sales and related,Major: Social sciences,Occ: Retail salespersons,0.017665497
Bachelors,Social sciences,995,88000,0.0131917382,Sales and related,Major: Social sciences,"Occ: Sales representatives, services, all other",0.0131917382
Bachelors,Social sciences,1802,85000,0.0230730939,Sales and related,Major: Social sciences,"Occ: Sales representatives, wholesale and manufacturing",0.0230730939
Bachelors,Social sciences,1593,42000,0.0203004588,Office and administrative support,Major: Social sciences,Occ: Secretaries and administrative assistants,0.0203004588
Bachelors,Social sciences,1047,121000,0.0143000951,Sales and related,Major: Social sciences,"Occ: Securities, commodities, and financial services sales agents",0.0143000951
Bachelors,Social sciences,2099,41000,0.0274880989,Community and social service,Major: Social sciences,Occ: Social workers,0.0274880989
