SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,source,target
Bachelors,Biology and life sciences,277,63000,0.171756118,0.0067237458,Major: Ecology,Occ: Management
Bachelors,Biology and life sciences,155,41000,0.1012356012,0.0039630754,Major: Ecology,Occ: Office and administrative support
Bachelors,Biology and life sciences,50,33000,0.0310238133,0.0012144908,Major: Ecology,Occ: Personal care and service
Bachelors,Biology and life sciences,51,62000,0.0335142255,0.0013119831,Major: Ecology,Occ: Protective service
Bachelors,Biology and life sciences,152,51000,0.1007965203,0.0039458867,Major: Ecology,Occ: Sales and related
Bachelors,Social sciences,365,61000,0.0161661947,0.0046996874,Major: Economics,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Social sciences,4567,77000,0.2104414221,0.0611775944,Major: Economics,Occ: Business and financial operations
Bachelors,Social sciences,1444,83000,0.0667175067,0.0193954998,Major: Economics,Occ: Computer and mathematical
Bachelors,Social sciences,210,52000,0.0104687404,0.0030433759,Major: Economics,Occ: Construction and extraction
Bachelors,Social sciences,469,46000,0.0204570552,0.0059470869,Major: Economics,"Occ: Education, training, and library"
Bachelors,Social sciences,210,32000,0.0122684098,0.0035665592,Major: Economics,Occ: Food preparation and serving related
Bachelors,Social sciences,313,63000,0.0141725567,0.0041201153,Major: Economics,Occ: Healthcare practitioners and technical
Bachelors,Social sciences,5865,98000,0.2636423544,0.07664368,Major: Economics,Occ: Management
Bachelors,Social sciences,1972,50000,0.0922066139,0.0268054586,Major: Economics,Occ: Office and administrative support
Bachelors,Social sciences,310,46000,0.0153059673,0.00444961,Major: Economics,Occ: Production
Bachelors,Social sciences,302,80000,0.0135645314,0.0039433558,Major: Economics,Occ: Protective service
Bachelors,Social sciences,4081,85000,0.1914830209,0.0556661824,Major: Economics,Occ: Sales and related
Bachelors,Social sciences,324,50000,0.016189745,0.0047065337,Major: Economics,Occ: Transportation and material moving
Bachelors,Architecture and engineering,7839,94000,0.3376948127,0.0700045757,Major: Electrical engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,384,81000,0.0180864565,0.003749346,Major: Electrical engineering,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Architecture and engineering,726,94000,0.0322800788,0.0066917025,Major: Electrical engineering,Occ: Business and financial operations
Bachelors,Architecture and engineering,4756,97000,0.2088464486,0.0432941415,Major: Electrical engineering,Occ: Computer and mathematical
Bachelors,Architecture and engineering,416,65000,0.020805112,0.0043129269,Major: Electrical engineering,Occ: Construction and extraction
Bachelors,Architecture and engineering,253,49000,0.0118003674,0.0024462316,Major: Electrical engineering,"Occ: Education, training, and library"
Bachelors,Architecture and engineering,646,63000,0.0309062128,0.0064068983,Major: Electrical engineering,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,4286,121000,0.1783776665,0.0369779232,Major: Electrical engineering,Occ: Management
Bachelors,Architecture and engineering,592,59000,0.0273032887,0.0056600074,Major: Electrical engineering,Occ: Office and administrative support
Bachelors,Architecture and engineering,645,69000,0.028818689,0.0059741519,Major: Electrical engineering,Occ: Production
Bachelors,Architecture and engineering,1206,98000,0.0548203755,0.0113643354,Major: Electrical engineering,Occ: Sales and related
Bachelors,Architecture and engineering,236,52000,0.0119885096,0.0024852337,Major: Electrical engineering,Occ: Transportation and material moving
Bachelors,Education,755,54000,0.0306311839,0.008446999,Major: Elementary education,Occ: Business and financial operations
Bachelors,Education,533,36000,0.0212386671,0.0058568745,Major: Elementary education,Occ: Community and social service
Bachelors,Education,18197,42000,0.6768723958,0.1866575078,Major: Elementary education,"Occ: Education, training, and library"
Bachelors,Education,439,52000,0.0165358345,0.0045599993,Major: Elementary education,Occ: Healthcare practitioners and technical
Bachelors,Education,1508,50000,0.0613539815,0.0169192618,Major: Elementary education,Occ: Management
Bachelors,Education,1856,36000,0.0754399999,0.0208036883,Major: Elementary education,Occ: Office and administrative support
Bachelors,Education,354,26000,0.0151175199,0.0041688782,Major: Elementary education,Occ: Personal care and service
Bachelors,Education,868,44000,0.0362272493,0.0099901962,Major: Elementary education,Occ: Sales and related
Bachelors,Architecture and engineering,93,68000,0.0843731623,0.0006994678,Major: Engineering and industrial management,Occ: Architecture and engineering
Bachelors,Architecture and engineering,107,68000,0.1092862871,0.0009060018,Major: Engineering and industrial management,Occ: Business and financial operations
Bachelors,Architecture and engineering,63,96000,0.073060679,0.0006056854,Major: Engineering and industrial management,Occ: Computer and mathematical
Bachelors,Architecture and engineering,336,100000,0.3459502807,0.0028679865,Major: Engineering and industrial management,Occ: Management
Bachelors,Architecture and engineering,74,58000,0.0727292168,0.0006029375,Major: Engineering and industrial management,Occ: Office and administrative support
Bachelors,Architecture and engineering,118,72000,0.1229296979,0.001019108,Major: Engineering and industrial management,Occ: Sales and related
Bachelors,Architecture and engineering,144,90000,0.2431792657,0.0012475364,"Major: Engineering mechanics, physics, and science",Occ: Architecture and engineering
Bachelors,Architecture and engineering,77,103000,0.1220561555,0.0006261615,"Major: Engineering mechanics, physics, and science",Occ: Computer and mathematical
Bachelors,Architecture and engineering,107,105000,0.175775378,0.0009017471,"Major: Engineering mechanics, physics, and science",Occ: Management
Bachelors,Architecture and engineering,235,74000,0.1465957332,0.0019345058,Major: Engineering technologies,Occ: Architecture and engineering
Bachelors,Architecture and engineering,75,76000,0.0505064754,0.0006664933,Major: Engineering technologies,Occ: Business and financial operations
Bachelors,Architecture and engineering,224,73000,0.1885042184,0.0024875384,Major: Engineering technologies,Occ: Computer and mathematical
Bachelors,Architecture and engineering,53,65000,0.0488809178,0.0006450421,Major: Engineering technologies,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,274,94000,0.1998092321,0.0026367215,Major: Engineering technologies,Occ: Management
Bachelors,Architecture and engineering,94,40000,0.0712558439,0.000940306,Major: Engineering technologies,Occ: Office and administrative support
Bachelors,Architecture and engineering,62,51000,0.0413979795,0.0005462958,Major: Engineering technologies,Occ: Production
Bachelors,Architecture and engineering,93,62000,0.0780401956,0.0010298336,Major: Engineering technologies,Occ: Sales and related
Bachelors,Humanities and liberal arts,2455,61000,0.0989513953,0.028096504,Major: English language and literature,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Humanities and liberal arts,2525,59000,0.1030619352,0.0292636608,Major: English language and literature,Occ: Business and financial operations
Bachelors,Humanities and liberal arts,576,42000,0.0249814415,0.0070932923,Major: English language and literature,Occ: Community and social service
Bachelors,Humanities and liberal arts,1140,71000,0.0477117507,0.0135473925,Major: English language and literature,Occ: Computer and mathematical
Bachelors,Humanities and liberal arts,2738,44000,0.1111802416,0.0315687928,Major: English language and literature,"Occ: Education, training, and library"
Bachelors,Humanities and liberal arts,442,32000,0.0214741023,0.0060974097,Major: English language and literature,Occ: Food preparation and serving related
Bachelors,Humanities and liberal arts,565,57000,0.0261012761,0.0074112609,Major: English language and literature,Occ: Healthcare practitioners and technical
Bachelors,Humanities and liberal arts,445,53000,0.0200728268,0.0056995281,Major: English language and literature,Occ: Legal
Bachelors,Humanities and liberal arts,4749,73000,0.1940887124,0.0551100291,Major: English language and literature,Occ: Management
Bachelors,Humanities and liberal arts,3554,40000,0.1474477812,0.0418666878,Major: English language and literature,Occ: Office and administrative support
Bachelors,Humanities and liberal arts,273,30000,0.0113438094,0.0032209893,Major: English language and literature,Occ: Personal care and service
Bachelors,Humanities and liberal arts,323,42000,0.013194916,0.0037465971,Major: English language and literature,Occ: Production
Bachelors,Humanities and liberal arts,300,61000,0.0130387796,0.0037022633,Major: English language and literature,Occ: Protective service
Bachelors,Humanities and liberal arts,2731,55000,0.1196210983,0.0339655106,Major: English language and literature,Occ: Sales and related
Bachelors,Humanities and liberal arts,272,42000,0.0127703829,0.0036260541,Major: English language and literature,Occ: Transportation and material moving
Bachelors,Architecture and engineering,213,75000,0.4270373728,0.0018788392,Major: Environmental engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,126,95000,0.2236123703,0.0009838288,Major: Environmental engineering,Occ: Management
Bachelors,Biology and life sciences,206,66000,0.048763929,0.0052277895,Major: Environmental science,Occ: Architecture and engineering
Bachelors,Biology and life sciences,84,48000,0.022053371,0.0023642554,Major: Environmental science,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Biology and life sciences,57,45000,0.0167698814,0.0017978332,Major: Environmental science,Occ: Building and grounds cleaning and maintenance
Bachelors,Biology and life sciences,381,60000,0.0914201539,0.0098007961,Major: Environmental science,Occ: Business and financial operations
Bachelors,Biology and life sciences,64,42000,0.0135156125,0.0014489558,Major: Environmental science,Occ: Community and social service
Bachelors,Biology and life sciences,142,64000,0.0343790083,0.0036856386,Major: Environmental science,Occ: Computer and mathematical
Bachelors,Biology and life sciences,81,49000,0.01960578,0.0021018588,Major: Environmental science,Occ: Construction and extraction
Bachelors,Biology and life sciences,188,42000,0.0508156966,0.0054477515,Major: Environmental science,"Occ: Education, training, and library"
Bachelors,Biology and life sciences,209,61000,0.0497184143,0.0053301162,Major: Environmental science,Occ: Healthcare practitioners and technical
Bachelors,Biology and life sciences,521,54000,0.1295068743,0.013883924,Major: Environmental science,"Occ: Life, physical, and social sciences"
Bachelors,Biology and life sciences,911,72000,0.2196343394,0.023546136,Major: Environmental science,Occ: Management
Bachelors,Biology and life sciences,301,42000,0.0733776255,0.0078665274,Major: Environmental science,Occ: Office and administrative support
Bachelors,Biology and life sciences,167,53000,0.0417493386,0.0044757828,Major: Environmental science,Occ: Production
Bachelors,Biology and life sciences,130,57000,0.0326078243,0.0034957569,Major: Environmental science,Occ: Protective service
Bachelors,Biology and life sciences,335,64000,0.0871462642,0.0093426092,Major: Environmental science,Occ: Sales and related
Bachelors,Biology and life sciences,64,56000,0.0209335418,0.0022442029,Major: Environmental science,Occ: Transportation and material moving
Bachelors,"Industrial arts, consumer services, and recreation",163,50000,0.0195758665,0.0050099623,Major: Family and consumer sciences,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,"Industrial arts, consumer services, and recreation",674,54000,0.0850122929,0.0217568086,Major: Family and consumer sciences,Occ: Business and financial operations
Bachelors,"Industrial arts, consumer services, and recreation",753,39000,0.0952982533,0.0243892476,Major: Family and consumer sciences,Occ: Community and social service
Bachelors,"Industrial arts, consumer services, and recreation",119,57000,0.0149272014,0.0038202506,Major: Family and consumer sciences,Occ: Computer and mathematical
Bachelors,"Industrial arts, consumer services, and recreation",1558,38000,0.1929585778,0.0493830093,Major: Family and consumer sciences,"Occ: Education, training, and library"
Bachelors,"Industrial arts, consumer services, and recreation",113,31000,0.0178398865,0.0045656808,Major: Family and consumer sciences,Occ: Food preparation and serving related
Bachelors,"Industrial arts, consumer services, and recreation",475,51000,0.0590592052,0.0151147532,Major: Family and consumer sciences,Occ: Healthcare practitioners and technical
Bachelors,"Industrial arts, consumer services, and recreation",78,27000,0.0114020359,0.0029180711,Major: Family and consumer sciences,Occ: Healthcare support
Bachelors,"Industrial arts, consumer services, and recreation",76,56000,0.0106274646,0.0027198386,Major: Family and consumer sciences,Occ: Legal
Bachelors,"Industrial arts, consumer services, and recreation",1251,57000,0.1530211374,0.0391620022,Major: Family and consumer sciences,Occ: Management
Bachelors,"Industrial arts, consumer services, and recreation",1175,39000,0.1413060559,0.0361638148,Major: Family and consumer sciences,Occ: Office and administrative support
Bachelors,"Industrial arts, consumer services, and recreation",295,30000,0.0406390089,0.0104005563,Major: Family and consumer sciences,Occ: Personal care and service
Bachelors,"Industrial arts, consumer services, and recreation",89,41000,0.0136589337,0.0034956687,Major: Family and consumer sciences,Occ: Production
Bachelors,"Industrial arts, consumer services, and recreation",107,57000,0.0136898671,0.0035035853,Major: Family and consumer sciences,Occ: Protective service
Bachelors,"Industrial arts, consumer services, and recreation",795,53000,0.1026727659,0.026276573,Major: Family and consumer sciences,Occ: Sales and related
Bachelors,Arts,50,77000,0.012794475,0.0010920155,"Major: Film, video, and photographic arts",Occ: Architecture and engineering
Bachelors,Arts,1019,59000,0.2935768143,0.0250569432,"Major: Film, video, and photographic arts","Occ: Arts, design, entertainment, sports, and media"
Bachelors,Arts,206,50000,0.0571185485,0.0048750997,"Major: Film, video, and photographic arts",Occ: Business and financial operations
Bachelors,Arts,196,60000,0.0485506415,0.0041438241,"Major: Film, video, and photographic arts",Occ: Computer and mathematical
Bachelors,Arts,136,40000,0.0390096757,0.0033294974,"Major: Film, video, and photographic arts","Occ: Education, training, and library"
Bachelors,Arts,98,27000,0.0352421918,0.0030079405,"Major: Film, video, and photographic arts",Occ: Food preparation and serving related
Bachelors,Arts,51,50000,0.0141842025,0.0012106295,"Major: Film, video, and photographic arts",Occ: Healthcare practitioners and technical
Bachelors,Arts,547,64000,0.1491050355,0.0127261971,"Major: Film, video, and photographic arts",Occ: Management
Bachelors,Arts,406,39000,0.1204072875,0.0102768285,"Major: Film, video, and photographic arts",Occ: Office and administrative support
Bachelors,Arts,55,33000,0.0150300151,0.0012828201,"Major: Film, video, and photographic arts",Occ: Personal care and service
Bachelors,Arts,106,41000,0.0284033353,0.0024242404,"Major: Film, video, and photographic arts",Occ: Production
Bachelors,Arts,338,44000,0.10011028,0.0085444677,"Major: Film, video, and photographic arts",Occ: Sales and related
Bachelors,Arts,50,40000,0.0172680502,0.0014738376,"Major: Film, video, and photographic arts",Occ: Transportation and material moving
Bachelors,Business,9296,72000,0.2997197676,0.0296922176,Major: Finance,Occ: Business and financial operations
Bachelors,Business,1389,79000,0.0449889485,0.0044569021,Major: Finance,Occ: Computer and mathematical
Bachelors,Business,474,47000,0.015207079,0.0015065136,Major: Finance,"Occ: Education, training, and library"
Bachelors,Business,297,63000,0.0103576307,0.0010260952,Major: Finance,Occ: Healthcare practitioners and technical
Bachelors,Business,8245,95000,0.2596019047,0.0257178774,Major: Finance,Occ: Management
Bachelors,Business,3274,52000,0.1052601053,0.0104277605,Major: Finance,Occ: Office and administrative support
Bachelors,Business,369,72000,0.0120684759,0.0011955828,Major: Finance,Occ: Protective service
Bachelors,Business,5204,81000,0.1709264499,0.0169331018,Major: Finance,Occ: Sales and related
Bachelors,Arts,179,62000,0.0148535923,0.0042507257,Major: Fine arts,Occ: Architecture and engineering
Bachelors,Arts,2510,56000,0.205216356,0.0587277764,Major: Fine arts,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Arts,752,55000,0.0615931838,0.0176264251,Major: Fine arts,Occ: Business and financial operations
Bachelors,Arts,180,41000,0.0136994456,0.0039204379,Major: Fine arts,Occ: Community and social service
Bachelors,Arts,581,66000,0.0466465751,0.0133490804,Major: Fine arts,Occ: Computer and mathematical
Bachelors,Arts,179,48000,0.0167116866,0.0047824657,Major: Fine arts,Occ: Construction and extraction
Bachelors,Arts,974,42000,0.078291476,0.0224050577,Major: Fine arts,"Occ: Education, training, and library"
Bachelors,Arts,297,28000,0.0302399821,0.0086539248,Major: Fine arts,Occ: Food preparation and serving related
Bachelors,Arts,284,52000,0.0236946088,0.006780803,Major: Fine arts,Occ: Healthcare practitioners and technical
Bachelors,Arts,129,45000,0.0115332812,0.003300536,Major: Fine arts,"Occ: Installation, maintenance and repair"
Bachelors,Arts,1853,66000,0.1497347174,0.0428503223,Major: Fine arts,Occ: Management
Bachelors,Arts,1358,39000,0.1124299587,0.0321746356,Major: Fine arts,Occ: Office and administrative support
Bachelors,Arts,228,31000,0.0215738364,0.0061738911,Major: Fine arts,Occ: Personal care and service
Bachelors,Arts,436,36000,0.0395401272,0.0113153932,Major: Fine arts,Occ: Production
Bachelors,Arts,146,55000,0.0126926368,0.0036323145,Major: Fine arts,Occ: Protective service
Bachelors,Arts,1370,49000,0.1189842616,0.0340503128,Major: Fine arts,Occ: Sales and related
Bachelors,Arts,189,39000,0.0165390483,0.004733061,Major: Fine arts,Occ: Transportation and material moving
Bachelors,Agriculture and natural resources,78,72000,0.0998062681,0.0039994274,Major: Food science,Occ: Business and financial operations
Bachelors,Agriculture and natural resources,80,62000,0.115813193,0.0046408554,Major: Food science,"Occ: Life, physical, and social sciences"
Bachelors,Agriculture and natural resources,199,98000,0.2961349803,0.0118666931,Major: Food science,Occ: Management
Bachelors,Agriculture and natural resources,53,41000,0.0782347041,0.0031350137,Major: Food science,Occ: Office and administrative support
Bachelors,Agriculture and natural resources,52,68000,0.0593149311,0.0023768623,Major: Food science,Occ: Production
Bachelors,Agriculture and natural resources,94,80000,0.1133537599,0.0045423012,Major: Food science,Occ: Sales and related
Bachelors,Agriculture and natural resources,95,71000,0.0482585441,0.0045604704,Major: Forestry,Occ: Architecture and engineering
Bachelors,Agriculture and natural resources,71,46000,0.0400377539,0.0037835993,Major: Forestry,Occ: Building and grounds cleaning and maintenance
Bachelors,Agriculture and natural resources,115,61000,0.052657337,0.0049761598,Major: Forestry,Occ: Business and financial operations
Bachelors,Agriculture and natural resources,95,66000,0.0414302194,0.0039151884,Major: Forestry,"Occ: Farming, fisheries, and forestry"
Bachelors,Agriculture and natural resources,455,55000,0.210984747,0.0199382247,Major: Forestry,"Occ: Life, physical, and social sciences"
Bachelors,Agriculture and natural resources,343,78000,0.1791794358,0.0169325978,Major: Forestry,Occ: Management
Bachelors,Agriculture and natural resources,106,52000,0.0556927953,0.005263013,Major: Forestry,Occ: Office and administrative support
Bachelors,Agriculture and natural resources,87,60000,0.0430440811,0.0040676996,Major: Forestry,Occ: Production
Bachelors,Agriculture and natural resources,111,64000,0.0599459327,0.0056649378,Major: Forestry,Occ: Protective service
Bachelors,Agriculture and natural resources,159,63000,0.0966802223,0.0091363571,Major: Forestry,Occ: Sales and related
Bachelors,Humanities and liberal arts,210,55000,0.0483279571,0.0026080608,"Major: French, german, latin and other common foreign language studies","Occ: Arts, design, entertainment, sports, and media"
Bachelors,Humanities and liberal arts,550,60000,0.1161538957,0.0062683473,"Major: French, german, latin and other common foreign language studies",Occ: Business and financial operations
Bachelors,Humanities and liberal arts,144,40000,0.0275342697,0.0014859111,"Major: French, german, latin and other common foreign language studies",Occ: Community and social service
Bachelors,Humanities and liberal arts,231,70000,0.0513831608,0.0027729375,"Major: French, german, latin and other common foreign language studies",Occ: Computer and mathematical
Bachelors,Humanities and liberal arts,748,45000,0.1518866767,0.0081966983,"Major: French, german, latin and other common foreign language studies","Occ: Education, training, and library"
Bachelors,Humanities and liberal arts,90,33000,0.0225427864,0.0012165413,"Major: French, german, latin and other common foreign language studies",Occ: Food preparation and serving related
Bachelors,Humanities and liberal arts,118,58000,0.0268666588,0.0014498829,"Major: French, german, latin and other common foreign language studies",Occ: Healthcare practitioners and technical
Bachelors,Humanities and liberal arts,72,49000,0.0162535174,0.0008771354,"Major: French, german, latin and other common foreign language studies",Occ: Legal
Bachelors,Humanities and liberal arts,834,69000,0.1691343312,0.0091274832,"Major: French, german, latin and other common foreign language studies",Occ: Management
Bachelors,Humanities and liberal arts,736,40000,0.1629261739,0.0087924545,"Major: French, german, latin and other common foreign language studies",Occ: Office and administrative support
Bachelors,Humanities and liberal arts,55,31000,0.0127927557,0.0006903723,"Major: French, german, latin and other common foreign language studies",Occ: Personal care and service
Bachelors,Humanities and liberal arts,60,52000,0.0145647323,0.0007859986,"Major: French, german, latin and other common foreign language studies",Occ: Production
Bachelors,Humanities and liberal arts,80,70000,0.0166611552,0.0008991339,"Major: French, german, latin and other common foreign language studies",Occ: Protective service
Bachelors,Humanities and liberal arts,507,60000,0.1113745505,0.0060104257,"Major: French, german, latin and other common foreign language studies",Occ: Sales and related
Bachelors,Humanities and liberal arts,70,41000,0.0145896897,0.0007873455,"Major: French, german, latin and other common foreign language studies",Occ: Transportation and material moving
Bachelors,Agriculture and natural resources,58,66000,0.0243494462,0.003943268,Major: General agriculture,Occ: Architecture and engineering
Bachelors,Agriculture and natural resources,97,39000,0.0380880823,0.0061681698,Major: General agriculture,Occ: Building and grounds cleaning and maintenance
Bachelors,Agriculture and natural resources,227,56000,0.0715626211,0.0115891998,Major: General agriculture,Occ: Business and financial operations
Bachelors,Agriculture and natural resources,90,43000,0.0310198753,0.0050235098,Major: General agriculture,Occ: Construction and extraction
Bachelors,Agriculture and natural resources,154,46000,0.0457036589,0.0074014734,Major: General agriculture,"Occ: Education, training, and library"
Bachelors,Agriculture and natural resources,156,44000,0.0511025587,0.0082757975,Major: General agriculture,"Occ: Farming, fisheries, and forestry"
Bachelors,Agriculture and natural resources,95,54000,0.0358442071,0.0058047857,Major: General agriculture,Occ: Healthcare practitioners and technical
Bachelors,Agriculture and natural resources,57,50000,0.0204940605,0.0033189081,Major: General agriculture,"Occ: Installation, maintenance and repair"
Bachelors,Agriculture and natural resources,170,55000,0.0527956646,0.0085499873,Major: General agriculture,"Occ: Life, physical, and social sciences"
Bachelors,Agriculture and natural resources,777,65000,0.2211883019,0.0358203121,Major: General agriculture,Occ: Management
Bachelors,Agriculture and natural resources,233,43000,0.0724295729,0.0117295982,Major: General agriculture,Occ: Office and administrative support
Bachelors,Agriculture and natural resources,131,54000,0.046169433,0.0074769031,Major: General agriculture,Occ: Production
Bachelors,Agriculture and natural resources,75,55000,0.0254101872,0.0041150496,Major: General agriculture,Occ: Protective service
Bachelors,Agriculture and natural resources,478,55000,0.1560751222,0.0252755663,Major: General agriculture,Occ: Sales and related
Bachelors,Agriculture and natural resources,119,40000,0.0380234859,0.0061577087,Major: General agriculture,Occ: Transportation and material moving
Bachelors,Business,678,77000,0.0117440423,0.0023945298,Major: General business,Occ: Architecture and engineering
Bachelors,Business,786,60000,0.0150184036,0.0030621497,Major: General business,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Business,9049,66000,0.1581879327,0.0322534365,Major: General business,Occ: Business and financial operations
Bachelors,Business,744,44000,0.0130705784,0.0026650015,Major: General business,Occ: Community and social service
Bachelors,Business,2597,78000,0.0453357034,0.0092436396,Major: General business,Occ: Computer and mathematical
Bachelors,Business,751,55000,0.0136141881,0.0027758398,Major: General business,Occ: Construction and extraction
Bachelors,Business,1541,49000,0.0261887574,0.0053397083,Major: General business,"Occ: Education, training, and library"
Bachelors,Business,571,31000,0.0122197556,0.0024915245,Major: General business,Occ: Food preparation and serving related
Bachelors,Business,1047,60000,0.0186686046,0.0038064007,Major: General business,Occ: Healthcare practitioners and technical
Bachelors,Business,613,55000,0.0109053386,0.0022235239,Major: General business,"Occ: Installation, maintenance and repair"
Bachelors,Business,14437,84000,0.2479940613,0.0505642913,Major: General business,Occ: Management
Bachelors,Business,6887,44000,0.1217406782,0.0248220908,Major: General business,Occ: Office and administrative support
Bachelors,Business,552,34000,0.0106035279,0.0021619868,Major: General business,Occ: Personal care and service
Bachelors,Business,1196,53000,0.0204269037,0.0041649058,Major: General business,Occ: Production
Bachelors,Business,1029,68000,0.0184011071,0.0037518598,Major: General business,Occ: Protective service
Bachelors,Business,11985,71000,0.2122208069,0.0432703697,Major: General business,Occ: Sales and related
Bachelors,Business,1069,50000,0.0195521345,0.0039865464,Major: General business,Occ: Transportation and material moving
Bachelors,Education,238,47000,0.0112308588,0.003701264,Major: General education,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Education,196,30000,0.0100401642,0.0033088563,Major: General education,Occ: Building and grounds cleaning and maintenance
Bachelors,Education,831,57000,0.0344648422,0.0113583013,Major: General education,Occ: Business and financial operations
Bachelors,Education,560,41000,0.0244069329,0.0080435969,Major: General education,Occ: Community and social service
Bachelors,Education,261,67000,0.0102037738,0.0033627758,Major: General education,Occ: Computer and mathematical
Bachelors,Education,12533,44000,0.5616749649,0.185106708,Major: General education,"Occ: Education, training, and library"
Bachelors,Education,269,26000,0.0149828778,0.0049377867,Major: General education,Occ: Food preparation and serving related
Bachelors,Education,494,57000,0.0208302353,0.0068648534,Major: General education,Occ: Healthcare practitioners and technical
Bachelors,Education,1956,63000,0.0829589418,0.0273401123,Major: General education,Occ: Management
Bachelors,Education,1626,38000,0.071810775,0.0236661005,Major: General education,Occ: Office and administrative support
Bachelors,Education,366,28000,0.0167925207,0.0055341762,Major: General education,Occ: Personal care and service
Bachelors,Education,343,32000,0.0157338494,0.0051852784,Major: General education,Occ: Production
Bachelors,Education,279,63000,0.0114732566,0.003781149,Major: General education,Occ: Protective service
Bachelors,Education,1374,51000,0.061694307,0.0203320974,Major: General education,Occ: Sales and related
Bachelors,Education,308,36000,0.0151596187,0.0049960338,Major: General education,Occ: Transportation and material moving
Bachelors,Architecture and engineering,4161,84000,0.3072021485,0.0487088787,Major: General engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,235,64000,0.0176900663,0.0028048739,Major: General engineering,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Architecture and engineering,623,85000,0.0442919725,0.0070227774,Major: General engineering,Occ: Business and financial operations
Bachelors,Architecture and engineering,1414,85000,0.11785644,0.0186868974,Major: General engineering,Occ: Computer and mathematical
Bachelors,Architecture and engineering,356,52000,0.0282997455,0.0044871069,Major: General engineering,Occ: Construction and extraction
Bachelors,Architecture and engineering,242,50000,0.0142804113,0.0022642512,Major: General engineering,"Occ: Education, training, and library"
Bachelors,Architecture and engineering,160,63000,0.0102664216,0.0016278072,Major: General engineering,Occ: Healthcare practitioners and technical
Bachelors,Architecture and engineering,373,52000,0.0287900337,0.0045648452,Major: General engineering,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,2935,102000,0.1993885095,0.031614332,Major: General engineering,Occ: Management
Bachelors,Architecture and engineering,521,52000,0.0394595314,0.0062565628,Major: General engineering,Occ: Office and administrative support
Bachelors,Architecture and engineering,543,69000,0.03953109,0.0062679088,Major: General engineering,Occ: Production
Bachelors,Architecture and engineering,149,75000,0.0103111457,0.0016348985,Major: General engineering,Occ: Protective service
Bachelors,Architecture and engineering,1045,76000,0.0727974489,0.0115425043,Major: General engineering,Occ: Sales and related
Bachelors,Architecture and engineering,353,60000,0.0274656407,0.0043548542,Major: General engineering,Occ: Transportation and material moving
Bachelors,Social sciences,51,45000,0.0191906535,0.0006882419,Major: General social sciences,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Social sciences,279,61000,0.100458507,0.0036027825,Major: General social sciences,Occ: Business and financial operations
Bachelors,Social sciences,284,41000,0.0963454804,0.0034552754,Major: General social sciences,Occ: Community and social service
Bachelors,Social sciences,93,71000,0.0348444512,0.0012496401,Major: General social sciences,Occ: Computer and mathematical
Bachelors,Social sciences,337,46000,0.1217837693,0.0043675787,Major: General social sciences,"Occ: Education, training, and library"
Bachelors,Social sciences,84,60000,0.0284197995,0.0010192303,Major: General social sciences,Occ: Healthcare practitioners and technical
Bachelors,Social sciences,484,66000,0.1731428036,0.0062094877,Major: General social sciences,Occ: Management
Bachelors,Social sciences,392,40000,0.1421753572,0.0050988901,Major: General social sciences,Occ: Office and administrative support
Bachelors,Social sciences,55,41000,0.0159037031,0.0005703607,Major: General social sciences,Occ: Production
Bachelors,Social sciences,133,70000,0.0463123332,0.0016609172,Major: General social sciences,Occ: Protective service
Bachelors,Social sciences,293,63000,0.105775939,0.0037934836,Major: General social sciences,Occ: Sales and related
Bachelors,Social sciences,58,56000,0.0219187877,0.000786082,Major: General social sciences,Occ: Transportation and material moving
Bachelors,Social sciences,427,58000,0.1085441094,0.005058808,Major: Geography,Occ: Architecture and engineering
Bachelors,Social sciences,75,53000,0.0198231885,0.0009238798,Major: Geography,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Social sciences,307,57000,0.0870275901,0.0040560089,Major: Geography,Occ: Business and financial operations
Bachelors,Social sciences,359,69000,0.0954328143,0.0044477428,Major: Geography,Occ: Computer and mathematical
Bachelors,Social sciences,78,51000,0.0209182447,0.000974916,Major: Geography,Occ: Construction and extraction
Bachelors,Social sciences,145,46000,0.0377847814,0.001760998,Major: Geography,"Occ: Education, training, and library"
Bachelors,Social sciences,91,54000,0.0259234529,0.0012081887,Major: Geography,Occ: Healthcare practitioners and technical
