SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,Agriculture and natural resources,62,83000,0.0452896077,0.0025563521,Business and financial operations,Major: Agricultural economics,Occ: Credit counselors and loan officers
Bachelors,Agriculture and natural resources,51,125000,0.0344719952,0.0019457567,Management,Major: Agricultural economics,Occ: Chief executives
Bachelors,Agriculture and natural resources,122,53000,0.0711387269,0.0040153943,Management,Major: Agricultural economics,"Occ: Farmers, ranchers, and other agricultural managers"
Bachelors,Agriculture and natural resources,71,88000,0.0562827991,0.0031768579,Management,Major: Agricultural economics,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,77,90000,0.06102343,0.0034444408,Sales and related,Major: Agricultural economics,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Agriculture and natural resources,79,43000,0.0199061113,0.0033315715,"Education, training, and library",Major: Animal sciences,Occ: Elementary and middle school teachers
Bachelors,Agriculture and natural resources,130,36000,0.0280975205,0.0047025206,"Farming, fisheries, and forestry",Major: Animal sciences,Occ: Miscellaneous agricultural workers
Bachelors,Agriculture and natural resources,127,34000,0.0461679667,0.0077268673,Healthcare practitioners and technical,Major: Animal sciences,Occ: Health practitioner support technologists and technicians
Bachelors,Agriculture and natural resources,62,58000,0.0179553058,0.0030050764,Healthcare practitioners and technical,Major: Animal sciences,Occ: Registered nurses
Bachelors,Agriculture and natural resources,325,41000,0.0709724749,0.0118782553,Management,Major: Animal sciences,"Occ: Farmers, ranchers, and other agricultural managers"
Bachelors,Agriculture and natural resources,63,77000,0.0194027838,0.0032473324,Management,Major: Animal sciences,Occ: General and operations managers
Bachelors,Agriculture and natural resources,192,66000,0.0586064077,0.0098086177,Management,Major: Animal sciences,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,50,50000,0.0182645398,0.0030568311,Office and administrative support,Major: Animal sciences,Occ: Customer service representatives
Bachelors,Agriculture and natural resources,61,55000,0.0161295098,0.0026995034,Office and administrative support,Major: Animal sciences,Occ: First-line supervisors of office and administrative support workers
Bachelors,Agriculture and natural resources,75,34000,0.0164420334,0.0027518087,Office and administrative support,Major: Animal sciences,Occ: Secretaries and administrative assistants
Bachelors,Agriculture and natural resources,64,33000,0.0211002806,0.0035314327,Personal care and service,Major: Animal sciences,Occ: Nonfarm animal caretakers
Bachelors,Agriculture and natural resources,59,56000,0.0141260687,0.002364199,Production,Major: Animal sciences,Occ: First-line supervisors of production and operating workers
Bachelors,Agriculture and natural resources,69,75000,0.0201363919,0.0033701122,Sales and related,Major: Animal sciences,Occ: First-line supervisors of non-retail sales workers
Bachelors,Agriculture and natural resources,68,44000,0.0230181889,0.003852422,Sales and related,Major: Animal sciences,Occ: First-line supervisors of retail sales workers
Bachelors,Agriculture and natural resources,68,50000,0.0153333969,0.0025662625,Sales and related,Major: Animal sciences,Occ: Retail salespersons
Bachelors,Agriculture and natural resources,140,76000,0.037519286,0.0062793873,Sales and related,Major: Animal sciences,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Agriculture and natural resources,61,99000,0.0931974004,0.0037345975,Management,Major: Food science,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,53,74000,0.0242778406,0.002294275,"Farming, fisheries, and forestry",Major: Forestry,"Occ: First-line supervisors of farming, fishing, and forestry workers"
Bachelors,Agriculture and natural resources,361,55000,0.1605588506,0.0151729378,"Life, physical, and social sciences",Major: Forestry,Occ: Conservation scientists and foresters
Bachelors,Agriculture and natural resources,141,80000,0.0743425116,0.0070254259,Management,Major: Forestry,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,67,51000,0.017410432,0.0028195302,"Education, training, and library",Major: General agriculture,Occ: Elementary and middle school teachers
Bachelors,Agriculture and natural resources,102,38000,0.0327503791,0.0053037561,"Farming, fisheries, and forestry",Major: General agriculture,Occ: Miscellaneous agricultural workers
Bachelors,Agriculture and natural resources,57,56000,0.0169208592,0.0027402464,"Life, physical, and social sciences",Major: General agriculture,Occ: Agricultural and food scientists
Bachelors,Agriculture and natural resources,322,54000,0.0873853414,0.0141516082,Management,Major: General agriculture,"Occ: Farmers, ranchers, and other agricultural managers"
Bachelors,Agriculture and natural resources,156,68000,0.0416952817,0.0067523372,Management,Major: General agriculture,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,79,65000,0.0257297694,0.0041668043,Sales and related,Major: General agriculture,Occ: First-line supervisors of non-retail sales workers
Bachelors,Agriculture and natural resources,80,51000,0.0269876995,0.0043705196,Sales and related,Major: General agriculture,Occ: First-line supervisors of retail sales workers
Bachelors,Agriculture and natural resources,72,51000,0.0202424745,0.003278165,Sales and related,Major: General agriculture,Occ: Retail salespersons
Bachelors,Agriculture and natural resources,135,67000,0.0441533451,0.007150408,Sales and related,Major: General agriculture,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Agriculture and natural resources,53,39000,0.0169548573,0.0027457523,Transportation and material moving,Major: General agriculture,Occ: Driver/sales workers and truck drivers
Bachelors,Agriculture and natural resources,97,51000,0.0251424933,0.0048258509,Building and grounds cleaning and maintenance,Major: Miscellaneous agriculture,"Occ: First-line supervisors of landscaping, lawn service, and groundskeeping workers"
Bachelors,Agriculture and natural resources,55,42000,0.0156219074,0.0029984694,Building and grounds cleaning and maintenance,Major: Miscellaneous agriculture,Occ: Grounds maintenance workers
Bachelors,Agriculture and natural resources,70,55000,0.0136684518,0.0026235231,Business and financial operations,Major: Miscellaneous agriculture,Occ: Accountants and auditors
Bachelors,Agriculture and natural resources,125,67000,0.0269439178,0.0051716164,Business and financial operations,Major: Miscellaneous agriculture,Occ: Credit counselors and loan officers
Bachelors,Agriculture and natural resources,81,47000,0.0189665905,0.003640448,"Education, training, and library",Major: Miscellaneous agriculture,Occ: Elementary and middle school teachers
Bachelors,Agriculture and natural resources,113,35000,0.021892471,0.0042020416,"Farming, fisheries, and forestry",Major: Miscellaneous agriculture,Occ: Miscellaneous agricultural workers
Bachelors,Agriculture and natural resources,69,102000,0.0154612708,0.0029676368,Management,Major: Miscellaneous agriculture,Occ: Chief executives
Bachelors,Agriculture and natural resources,389,51000,0.0738153769,0.0141681257,Management,Major: Miscellaneous agriculture,"Occ: Farmers, ranchers, and other agricultural managers"
Bachelors,Agriculture and natural resources,79,65000,0.0221305574,0.0042477399,Management,Major: Miscellaneous agriculture,Occ: Financial managers
Bachelors,Agriculture and natural resources,102,74000,0.0291641448,0.0055977668,Management,Major: Miscellaneous agriculture,Occ: General and operations managers
Bachelors,Agriculture and natural resources,214,73000,0.0488851535,0.0093830178,Management,Major: Miscellaneous agriculture,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,81,90000,0.0230542177,0.0044250273,Management,Major: Miscellaneous agriculture,Occ: Marketing and sales managers
Bachelors,Agriculture and natural resources,60,49000,0.0172139306,0.0033040424,Office and administrative support,Major: Miscellaneous agriculture,Occ: Customer service representatives
Bachelors,Agriculture and natural resources,52,74000,0.0139065382,0.0026692214,Office and administrative support,Major: Miscellaneous agriculture,Occ: First-line supervisors of office and administrative support workers
Bachelors,Agriculture and natural resources,54,39000,0.0110609759,0.0021230441,Office and administrative support,Major: Miscellaneous agriculture,Occ: Secretaries and administrative assistants
Bachelors,Agriculture and natural resources,52,66000,0.0131435144,0.0025227666,Production,Major: Miscellaneous agriculture,Occ: First-line supervisors of production and operating workers
Bachelors,Agriculture and natural resources,115,76000,0.0237541342,0.0045593693,Sales and related,Major: Miscellaneous agriculture,Occ: First-line supervisors of non-retail sales workers
Bachelors,Agriculture and natural resources,133,57000,0.0366280087,0.0070303811,Sales and related,Major: Miscellaneous agriculture,Occ: First-line supervisors of retail sales workers
Bachelors,Agriculture and natural resources,138,55000,0.0285588891,0.005481594,Sales and related,Major: Miscellaneous agriculture,Occ: Retail salespersons
Bachelors,Agriculture and natural resources,50,68000,0.0132553863,0.0025442393,Sales and related,Major: Miscellaneous agriculture,"Occ: Sales representatives, services, all other"
Bachelors,Agriculture and natural resources,211,80000,0.0500641112,0.009609307,Sales and related,Major: Miscellaneous agriculture,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Agriculture and natural resources,73,62000,0.0242290191,0.0036850451,Architecture and engineering,Major: Natural resources management,"Occ: Surveyors, cartographers, and photogrammetrists"
Bachelors,Agriculture and natural resources,169,51000,0.0548872534,0.0083479238,"Life, physical, and social sciences",Major: Natural resources management,Occ: Biological scientists
Bachelors,Agriculture and natural resources,94,51000,0.027595669,0.0041970863,"Life, physical, and social sciences",Major: Natural resources management,Occ: Conservation scientists and foresters
Bachelors,Agriculture and natural resources,61,56000,0.0196749916,0.002992413,"Life, physical, and social sciences",Major: Natural resources management,Occ: Environmental scientists and geoscientists
Bachelors,Agriculture and natural resources,244,66000,0.0703991833,0.0107071675,Management,Major: Natural resources management,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,64,65000,0.0235593091,0.0035831874,Office and administrative support,Major: Natural resources management,Occ: First-line supervisors of office and administrative support workers
Bachelors,Agriculture and natural resources,97,60000,0.0307559758,0.0046777444,Protective service,Major: Natural resources management,Occ: Police and sheriff's patrol officers
Bachelors,Agriculture and natural resources,50,44000,0.0159463363,0.0024253136,Sales and related,Major: Natural resources management,Occ: First-line supervisors of retail sales workers
Bachelors,Agriculture and natural resources,168,58000,0.070262477,0.0088814377,Building and grounds cleaning and maintenance,Major: Plant science and agronomy,"Occ: First-line supervisors of landscaping, lawn service, and groundskeeping workers"
Bachelors,Agriculture and natural resources,110,40000,0.0471160631,0.0059556451,Building and grounds cleaning and maintenance,Major: Plant science and agronomy,Occ: Grounds maintenance workers
Bachelors,Agriculture and natural resources,63,37000,0.0199972123,0.0025277218,"Farming, fisheries, and forestry",Major: Plant science and agronomy,Occ: Miscellaneous agricultural workers
Bachelors,Agriculture and natural resources,119,52000,0.0389490465,0.0049233039,"Life, physical, and social sciences",Major: Plant science and agronomy,Occ: Agricultural and food scientists
Bachelors,Agriculture and natural resources,59,63000,0.021151484,0.002673626,"Life, physical, and social sciences",Major: Plant science and agronomy,Occ: Conservation scientists and foresters
Bachelors,Agriculture and natural resources,214,48000,0.0653709786,0.0082631341,Management,Major: Plant science and agronomy,"Occ: Farmers, ranchers, and other agricultural managers"
Bachelors,Agriculture and natural resources,132,76000,0.0520554747,0.0065800051,Management,Major: Plant science and agronomy,"Occ: Managers, all other"
Bachelors,Agriculture and natural resources,74,61000,0.026456778,0.0033442349,Sales and related,Major: Plant science and agronomy,Occ: First-line supervisors of non-retail sales workers
Bachelors,Agriculture and natural resources,88,43000,0.0343711615,0.0043446423,Sales and related,Major: Plant science and agronomy,Occ: First-line supervisors of retail sales workers
Bachelors,Agriculture and natural resources,63,53000,0.0212734448,0.0026890423,Sales and related,Major: Plant science and agronomy,Occ: Retail salespersons
Bachelors,Agriculture and natural resources,97,65000,0.0332560915,0.0042036933,Sales and related,Major: Plant science and agronomy,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,430,96000,0.1994778498,0.0038672389,Architecture and engineering,Major: Aerospace engineering,Occ: Aerospace engineers
Bachelors,Architecture and engineering,72,93000,0.0337020086,0.0006533744,Architecture and engineering,Major: Aerospace engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,166,85000,0.0750030863,0.0014540705,Architecture and engineering,Major: Aerospace engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,76,80000,0.0362533206,0.0007028362,Architecture and engineering,Major: Aerospace engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,135,107000,0.0556030561,0.0010779658,Computer and mathematical,Major: Aerospace engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,52,120000,0.0208722927,0.0004046471,Management,Major: Aerospace engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,132,110000,0.0584287027,0.0011327461,Management,Major: Aerospace engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,167,98000,0.0725203579,0.0014059383,Transportation and material moving,Major: Aerospace engineering,Occ: Aircraft pilots and flight engineers
Bachelors,Architecture and engineering,97,83000,0.1631643565,0.0008128399,Architecture and engineering,Major: Architectural engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,58,77000,0.1142506361,0.0005691652,Management,Major: Architectural engineering,Occ: Construction managers
Bachelors,Architecture and engineering,51,97000,0.0911015818,0.000453843,Management,Major: Architectural engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,2414,71000,0.2849751656,0.0214823754,Architecture and engineering,Major: Architecture,"Occ: Architects, except naval"
Bachelors,Architecture and engineering,253,47000,0.0276000903,0.0020805866,Architecture and engineering,Major: Architecture,Occ: Drafters
Bachelors,Architecture and engineering,623,60000,0.0814750621,0.006141861,"Arts, design, entertainment, sports, and media",Major: Architecture,Occ: Designers
Bachelors,Architecture and engineering,99,71000,0.0105875602,0.0007981255,"Life, physical, and social sciences",Major: Architecture,Occ: Urban and regional planners
Bachelors,Architecture and engineering,148,102000,0.0164633974,0.0012410656,Management,Major: Architecture,Occ: Chief executives
Bachelors,Architecture and engineering,352,83000,0.0418410878,0.0031541203,Management,Major: Architecture,Occ: Construction managers
Bachelors,Architecture and engineering,88,84000,0.01223731,0.0009224891,Management,Major: Architecture,Occ: General and operations managers
Bachelors,Architecture and engineering,847,80000,0.098942655,0.0074586263,Management,Major: Architecture,"Occ: Managers, all other"
Bachelors,Architecture and engineering,74,68000,0.0103759031,0.0007821701,Office and administrative support,Major: Architecture,Occ: First-line supervisors of office and administrative support workers
Bachelors,Architecture and engineering,120,55000,0.0160965251,0.0012134096,Sales and related,Major: Architecture,Occ: First-line supervisors of retail sales workers
Bachelors,Architecture and engineering,83,53000,0.012357249,0.0009315305,Sales and related,Major: Architecture,Occ: Retail salespersons
Bachelors,Architecture and engineering,99,74000,0.0123819424,0.000933392,Sales and related,Major: Architecture,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,51,77000,0.0302364151,0.000412093,Architecture and engineering,Major: Biomedical engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,112,81000,0.0696107444,0.0009487269,Architecture and engineering,Major: Biomedical engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,125,88000,0.0853240545,0.0011628841,Management,Major: Biomedical engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,663,100000,0.1145230962,0.0059808886,Architecture and engineering,Major: Chemical engineering,Occ: Chemical engineers
Bachelors,Architecture and engineering,170,98000,0.0273624536,0.001428985,Architecture and engineering,Major: Chemical engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,424,92000,0.0667690715,0.0034869681,Architecture and engineering,Major: Chemical engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,110,85000,0.017669074,0.000922755,Architecture and engineering,Major: Chemical engineering,Occ: Environmental engineers
Bachelors,Architecture and engineering,295,87000,0.0491848633,0.0025686451,Architecture and engineering,Major: Chemical engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,80,87000,0.0129386505,0.000675712,Architecture and engineering,Major: Chemical engineering,Occ: Materials engineers
Bachelors,Architecture and engineering,76,94000,0.0141573243,0.0007393564,Architecture and engineering,Major: Chemical engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,105,118000,0.0167796797,0.000876307,Architecture and engineering,Major: Chemical engineering,Occ: Petroleum engineers
Bachelors,Architecture and engineering,97,95000,0.0153301707,0.0008006074,Business and financial operations,Major: Chemical engineering,Occ: Management analysts
Bachelors,Architecture and engineering,132,99000,0.0226727657,0.0011840693,Computer and mathematical,Major: Chemical engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,63,61000,0.0115757046,0.0006045331,"Life, physical, and social sciences",Major: Chemical engineering,Occ: Chemists and materials scientists
Bachelors,Architecture and engineering,168,127000,0.0253341594,0.0013230588,Management,Major: Chemical engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,99,174000,0.0158902854,0.000829859,Management,Major: Chemical engineering,Occ: Chief executives
Bachelors,Architecture and engineering,61,113000,0.0110665094,0.0005779407,Management,Major: Chemical engineering,Occ: Computer and information systems managers
Bachelors,Architecture and engineering,149,125000,0.0265613198,0.0013871464,Management,Major: Chemical engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,162,114000,0.0274795685,0.0014351012,Management,Major: Chemical engineering,Occ: Industrial production managers
Bachelors,Architecture and engineering,614,114000,0.101633668,0.0053077472,Management,Major: Chemical engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,95,124000,0.0159174425,0.0008312773,Management,Major: Chemical engineering,Occ: Marketing and sales managers
Bachelors,Architecture and engineering,59,82000,0.0114025782,0.0005954917,Office and administrative support,Major: Chemical engineering,Occ: Customer service representatives
Bachelors,Architecture and engineering,116,89000,0.0191576214,0.0010004934,Production,Major: Chemical engineering,Occ: First-line supervisors of production and operating workers
Bachelors,Architecture and engineering,144,115000,0.0247095466,0.0012904388,Sales and related,Major: Chemical engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,3649,80000,0.2987953503,0.0304903614,Architecture and engineering,Major: Civil engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,1181,79000,0.0950924509,0.0097036423,Architecture and engineering,Major: Civil engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,159,77000,0.0129003845,0.0013164107,Architecture and engineering,Major: Civil engineering,Occ: Environmental engineers
Bachelors,Architecture and engineering,183,66000,0.0152665987,0.0015578693,"Arts, design, entertainment, sports, and media",Major: Civil engineering,Occ: Designers
Bachelors,Architecture and engineering,156,79000,0.0121863507,0.0012435476,Business and financial operations,Major: Civil engineering,Occ: Cost estimators
Bachelors,Architecture and engineering,146,103000,0.0116069583,0.0011844239,Computer and mathematical,Major: Civil engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,190,80000,0.0152692046,0.0015581353,Construction and extraction,Major: Civil engineering,Occ: First-line supervisors of construction trades and extraction workers
Bachelors,Architecture and engineering,319,110000,0.0247801002,0.0025286679,Management,Major: Civil engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,214,155000,0.0180593221,0.0018428508,Management,Major: Civil engineering,Occ: Chief executives
Bachelors,Architecture and engineering,936,94000,0.0805285935,0.0082174837,Management,Major: Civil engineering,Occ: Construction managers
Bachelors,Architecture and engineering,165,115000,0.0129724828,0.0013237679,Management,Major: Civil engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,1140,102000,0.0936331117,0.009554725,Management,Major: Civil engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,603,102000,0.0244289883,0.0050641612,Architecture and engineering,Major: Electrical engineering,Occ: Aerospace engineers
Bachelors,Architecture and engineering,529,96000,0.0230247629,0.0047730634,Architecture and engineering,Major: Electrical engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,2784,94000,0.1257645417,0.0260711537,Architecture and engineering,Major: Electrical engineering,Occ: Electrical and electronics engineers
Bachelors,Architecture and engineering,2149,98000,0.0887471266,0.0183973952,Architecture and engineering,Major: Electrical engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,355,83000,0.0145374095,0.003013624,Architecture and engineering,Major: Electrical engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,481,86000,0.0210881806,0.0043716074,Architecture and engineering,Major: Electrical engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,224,83000,0.0108519594,0.0022496254,"Arts, design, entertainment, sports, and media",Major: Electrical engineering,Occ: Designers
Bachelors,Architecture and engineering,304,89000,0.0135257173,0.0028038989,Computer and mathematical,Major: Electrical engineering,"Occ: Computer occupations, all other"
Bachelors,Architecture and engineering,496,88000,0.0215166318,0.0044604259,Computer and mathematical,Major: Electrical engineering,Occ: Computer programmers
Bachelors,Architecture and engineering,321,84000,0.0137151424,0.0028431669,Computer and mathematical,Major: Electrical engineering,Occ: Computer support specialists
Bachelors,Architecture and engineering,363,85000,0.0163713689,0.0033938061,Computer and mathematical,Major: Electrical engineering,Occ: Computer systems analysts
Bachelors,Architecture and engineering,2575,102000,0.1132966969,0.0234865532,Computer and mathematical,Major: Electrical engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,205,65000,0.0107784129,0.0022343791,Construction and extraction,Major: Electrical engineering,Occ: Electricians
Bachelors,Architecture and engineering,651,136000,0.0260179351,0.0053935519,Management,Major: Electrical engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,368,163000,0.0151484442,0.0031402923,Management,Major: Electrical engineering,Occ: Chief executives
Bachelors,Architecture and engineering,588,116000,0.0244332642,0.0050650476,Management,Major: Electrical engineering,Occ: Computer and information systems managers
Bachelors,Architecture and engineering,274,125000,0.0110050388,0.0022813589,Management,Major: Electrical engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,1424,115000,0.0600618475,0.0124508994,Management,Major: Electrical engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,270,132000,0.0111760772,0.0023168154,Management,Major: Electrical engineering,Occ: Marketing and sales managers
Bachelors,Architecture and engineering,361,110000,0.0152181424,0.0031547408,Sales and related,Major: Electrical engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,100,104000,0.0871210906,0.0007222486,Management,Major: Engineering and industrial management,"Occ: Managers, all other"
Bachelors,Architecture and engineering,50,102000,0.0796717063,0.0004087246,Architecture and engineering,"Major: Engineering mechanics, physics, and science","Occ: Engineers, all other"
Bachelors,Architecture and engineering,71,80000,0.0632825515,0.0008350889,Computer and mathematical,Major: Engineering technologies,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,95,95000,0.0600448708,0.0007923638,Management,Major: Engineering technologies,"Occ: Managers, all other"
Bachelors,Architecture and engineering,65,76000,0.111634935,0.000491161,Architecture and engineering,Major: Environmental engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,50,87000,0.0918303616,0.0004040267,Architecture and engineering,Major: Environmental engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,67,65000,0.1547295255,0.0006807645,Architecture and engineering,Major: Environmental engineering,Occ: Environmental engineers
Bachelors,Architecture and engineering,66,95000,0.1193109701,0.0005249333,Management,Major: Environmental engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,250,95000,0.0178622542,0.0028321754,Architecture and engineering,Major: General engineering,Occ: Aerospace engineers
Bachelors,Architecture and engineering,825,83000,0.0637346652,0.0101055415,Architecture and engineering,Major: General engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,341,86000,0.0276736078,0.0043878287,Architecture and engineering,Major: General engineering,Occ: Electrical and electronics engineers
Bachelors,Architecture and engineering,1195,87000,0.083764362,0.0132813789,Architecture and engineering,Major: General engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,322,78000,0.0247352332,0.0039219305,Architecture and engineering,Major: General engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,467,82000,0.0350173082,0.0055522197,Architecture and engineering,Major: General engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,129,81000,0.0106817968,0.0016936677,Computer and mathematical,Major: General engineering,"Occ: Computer occupations, all other"
Bachelors,Architecture and engineering,177,83000,0.0142105298,0.002253171,Computer and mathematical,Major: General engineering,Occ: Computer programmers
Bachelors,Architecture and engineering,121,74000,0.0100981471,0.0016011262,Computer and mathematical,Major: General engineering,Occ: Computer support specialists
Bachelors,Architecture and engineering,168,81000,0.0143234582,0.0022710765,Computer and mathematical,Major: General engineering,Occ: Computer systems analysts
Bachelors,Architecture and engineering,650,90000,0.0557581185,0.0088408087,Computer and mathematical,Major: General engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,293,110000,0.0187986654,0.0029806494,Management,Major: General engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,279,120000,0.0196920297,0.0031222981,Management,Major: General engineering,Occ: Chief executives
Bachelors,Architecture and engineering,184,110000,0.012626737,0.0020020504,Management,Major: General engineering,Occ: Computer and information systems managers
Bachelors,Architecture and engineering,223,95000,0.0166524668,0.0026403558,Management,Major: General engineering,Occ: Construction managers
Bachelors,Architecture and engineering,188,104000,0.0121571337,0.0019275918,Management,Major: General engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,1074,102000,0.073688577,0.0116837984,Management,Major: General engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,177,83000,0.0112632104,0.0017858545,Production,Major: General engineering,Occ: First-line supervisors of production and operating workers
Bachelors,Architecture and engineering,172,76000,0.0119614657,0.0018965674,Sales and related,Major: General engineering,Occ: First-line supervisors of non-retail sales workers
Bachelors,Architecture and engineering,171,52000,0.0123080776,0.001951525,Sales and related,Major: General engineering,Occ: First-line supervisors of retail sales workers
Bachelors,Architecture and engineering,133,62000,0.0100741079,0.0015973147,Sales and related,Major: General engineering,Occ: Retail salespersons
Bachelors,Architecture and engineering,245,93000,0.0150178002,0.0023811689,Sales and related,Major: General engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,67,88000,0.0118048079,0.0004917815,Architecture and engineering,Major: Industrial and manufacturing engineering,Occ: Aerospace engineers
Bachelors,Architecture and engineering,75,79000,0.015611369,0.0006503606,Architecture and engineering,Major: Industrial and manufacturing engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,217,85000,0.043212661,0.0018002144,Architecture and engineering,Major: Industrial and manufacturing engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,451,74000,0.1012026095,0.004216042,Architecture and engineering,Major: Industrial and manufacturing engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,180,76000,0.0371038644,0.0015457255,Architecture and engineering,Major: Industrial and manufacturing engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,55,63000,0.0115260714,0.0004801695,Business and financial operations,Major: Industrial and manufacturing engineering,Occ: Accountants and auditors
Bachelors,Architecture and engineering,107,91000,0.0216329275,0.0009012152,Business and financial operations,Major: Industrial and manufacturing engineering,Occ: Management analysts
Bachelors,Architecture and engineering,75,88000,0.0165369443,0.0006889195,Computer and mathematical,Major: Industrial and manufacturing engineering,Occ: Computer systems analysts
Bachelors,Architecture and engineering,86,100000,0.0181008473,0.0007540708,Computer and mathematical,Major: Industrial and manufacturing engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,106,96000,0.0196690058,0.0008193994,Management,Major: Industrial and manufacturing engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,107,153000,0.0203073335,0.0008459917,Management,Major: Industrial and manufacturing engineering,Occ: Chief executives
Bachelors,Architecture and engineering,92,119000,0.01867747,0.0007780926,Management,Major: Industrial and manufacturing engineering,Occ: Computer and information systems managers
Bachelors,Architecture and engineering,54,95000,0.0120175838,0.0005006456,Management,Major: Industrial and manufacturing engineering,Occ: Financial managers
Bachelors,Architecture and engineering,164,109000,0.0367506564,0.001531011,Management,Major: Industrial and manufacturing engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,143,102000,0.0304439782,0.0012682785,Management,Major: Industrial and manufacturing engineering,Occ: Industrial production managers
Bachelors,Architecture and engineering,523,101000,0.1054283392,0.0043920835,Management,Major: Industrial and manufacturing engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,63,102000,0.0120750333,0.0005030389,Management,Major: Industrial and manufacturing engineering,Occ: Marketing and sales managers
Bachelors,Architecture and engineering,113,67000,0.0235351442,0.0009804605,Production,Major: Industrial and manufacturing engineering,Occ: First-line supervisors of production and operating workers
Bachelors,Architecture and engineering,63,115000,0.0116920366,0.0004870835,Sales and related,Major: Industrial and manufacturing engineering,Occ: First-line supervisors of non-retail sales workers
Bachelors,Architecture and engineering,80,74000,0.0176369958,0.000734747,Sales and related,Major: Industrial and manufacturing engineering,Occ: First-line supervisors of retail sales workers
