SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,"Industrial arts, consumer services, and recreation",161,61000,0.0207278248,0.0053047777,Healthcare practitioners and technical,Major: Family and consumer sciences,Occ: Registered nurses
Bachelors,"Industrial arts, consumer services, and recreation",223,44000,0.0265754669,0.0068013381,Management,Major: Family and consumer sciences,Occ: Education administrators
Bachelors,"Industrial arts, consumer services, and recreation",88,66000,0.0104072191,0.0026634721,Management,Major: Family and consumer sciences,Occ: Financial managers
Bachelors,"Industrial arts, consumer services, and recreation",223,66000,0.0266125869,0.0068108381,Management,Major: Family and consumer sciences,"Occ: Managers, all other"
Bachelors,"Industrial arts, consumer services, and recreation",95,61000,0.0115752627,0.0029624042,Management,Major: Family and consumer sciences,Occ: Marketing and sales managers
Bachelors,"Industrial arts, consumer services, and recreation",115,45000,0.0146042572,0.003737601,Management,Major: Family and consumer sciences,Occ: Social and community service managers
Bachelors,"Industrial arts, consumer services, and recreation",121,40000,0.0153107751,0.0039184169,Office and administrative support,Major: Family and consumer sciences,Occ: Customer service representatives
Bachelors,"Industrial arts, consumer services, and recreation",126,51000,0.01562877,0.0039997999,Office and administrative support,Major: Family and consumer sciences,Occ: First-line supervisors of office and administrative support workers
Bachelors,"Industrial arts, consumer services, and recreation",308,38000,0.0348185882,0.0089109626,Office and administrative support,Major: Family and consumer sciences,Occ: Secretaries and administrative assistants
Bachelors,"Industrial arts, consumer services, and recreation",183,28000,0.0231628988,0.0059279751,Personal care and service,Major: Family and consumer sciences,Occ: Childcare workers
Bachelors,"Industrial arts, consumer services, and recreation",233,44000,0.0299929843,0.0076759678,Sales and related,Major: Family and consumer sciences,Occ: First-line supervisors of retail sales workers
Bachelors,"Industrial arts, consumer services, and recreation",106,43000,0.0137418351,0.0035168852,Sales and related,Major: Family and consumer sciences,Occ: Retail salespersons
Bachelors,"Industrial arts, consumer services, and recreation",145,72000,0.0209480703,0.0053611441,Sales and related,Major: Family and consumer sciences,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,"Industrial arts, consumer services, and recreation",171,68000,0.0318696687,0.0061841574,Architecture and engineering,Major: Miscellaneous industrial arts and consumer services,Occ: Civil engineers
Bachelors,"Industrial arts, consumer services, and recreation",220,76000,0.0347597903,0.0067449717,Business and financial operations,Major: Miscellaneous industrial arts and consumer services,Occ: Cost estimators
Bachelors,"Industrial arts, consumer services, and recreation",69,51000,0.0130194182,0.0025263561,Construction and extraction,Major: Miscellaneous industrial arts and consumer services,Occ: Carpenters
Bachelors,"Industrial arts, consumer services, and recreation",78,46000,0.0181191526,0.0035159352,Construction and extraction,Major: Miscellaneous industrial arts and consumer services,Occ: Construction laborers
Bachelors,"Industrial arts, consumer services, and recreation",212,66000,0.0337300519,0.0065451558,Construction and extraction,Major: Miscellaneous industrial arts and consumer services,Occ: First-line supervisors of construction trades and extraction workers
Bachelors,"Industrial arts, consumer services, and recreation",259,46000,0.0561003432,0.0108860043,Food preparation and serving related,Major: Miscellaneous industrial arts and consumer services,Occ: Chefs and head cooks
Bachelors,"Industrial arts, consumer services, and recreation",78,30000,0.0188975761,0.0036669846,Food preparation and serving related,Major: Miscellaneous industrial arts and consumer services,Occ: Cooks
Bachelors,"Industrial arts, consumer services, and recreation",138,126000,0.0215902359,0.0041894824,Management,Major: Miscellaneous industrial arts and consumer services,Occ: Chief executives
Bachelors,"Industrial arts, consumer services, and recreation",1210,82000,0.2045621817,0.0396943166,Management,Major: Miscellaneous industrial arts and consumer services,Occ: Construction managers
Bachelors,"Industrial arts, consumer services, and recreation",112,52000,0.0247528873,0.0048031798,Management,Major: Miscellaneous industrial arts and consumer services,Occ: Food service managers
Bachelors,"Industrial arts, consumer services, and recreation",93,85000,0.015749612,0.0030561372,Management,Major: Miscellaneous industrial arts and consumer services,Occ: General and operations managers
Bachelors,"Industrial arts, consumer services, and recreation",461,88000,0.0793845069,0.0154041853,Management,Major: Miscellaneous industrial arts and consumer services,"Occ: Managers, all other"
Bachelors,"Industrial arts, consumer services, and recreation",128,61000,0.0191913208,0.0037239844,Personal care and service,Major: Miscellaneous industrial arts and consumer services,"Occ: Morticians, undertakers, and funeral directors"
Bachelors,"Industrial arts, consumer services, and recreation",73,52000,0.0126620288,0.0024570063,Sales and related,Major: Miscellaneous industrial arts and consumer services,Occ: First-line supervisors of retail sales workers
Bachelors,"Industrial arts, consumer services, and recreation",72,72000,0.013022682,0.0025269894,Sales and related,Major: Miscellaneous industrial arts and consumer services,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,"Industrial arts, consumer services, and recreation",282,44000,0.0256931205,0.0101956738,"Arts, design, entertainment, sports, and media","Major: Physical fitness, parks, recreation, and leisure","Occ: Athletes, coaches, umpires, and related workers"
Bachelors,"Industrial arts, consumer services, and recreation",121,45000,0.0102694278,0.0040751662,Business and financial operations,"Major: Physical fitness, parks, recreation, and leisure",Occ: Accountants and auditors
Bachelors,"Industrial arts, consumer services, and recreation",786,49000,0.0594452163,0.0235893509,"Education, training, and library","Major: Physical fitness, parks, recreation, and leisure",Occ: Elementary and middle school teachers
Bachelors,"Industrial arts, consumer services, and recreation",287,50000,0.0241673496,0.0095902097,"Education, training, and library","Major: Physical fitness, parks, recreation, and leisure",Occ: Secondary school teachers
Bachelors,"Industrial arts, consumer services, and recreation",299,60000,0.0253380117,0.0100547578,Healthcare practitioners and technical,"Major: Physical fitness, parks, recreation, and leisure",Occ: Registered nurses
Bachelors,"Industrial arts, consumer services, and recreation",147,49000,0.0122109554,0.004845613,Management,"Major: Physical fitness, parks, recreation, and leisure",Occ: Education administrators
Bachelors,"Industrial arts, consumer services, and recreation",228,61000,0.0187266037,0.0074311855,Management,"Major: Physical fitness, parks, recreation, and leisure",Occ: General and operations managers
Bachelors,"Industrial arts, consumer services, and recreation",464,67000,0.0403627058,0.0160169327,Management,"Major: Physical fitness, parks, recreation, and leisure","Occ: Managers, all other"
Bachelors,"Industrial arts, consumer services, and recreation",195,60000,0.0161474763,0.0064077231,Management,"Major: Physical fitness, parks, recreation, and leisure",Occ: Marketing and sales managers
Bachelors,"Industrial arts, consumer services, and recreation",181,43000,0.015328731,0.0060828245,Office and administrative support,"Major: Physical fitness, parks, recreation, and leisure",Occ: Customer service representatives
Bachelors,"Industrial arts, consumer services, and recreation",142,47000,0.0126961378,0.0050381455,Office and administrative support,"Major: Physical fitness, parks, recreation, and leisure",Occ: First-line supervisors of office and administrative support workers
Bachelors,"Industrial arts, consumer services, and recreation",162,36000,0.0132730899,0.0052670945,Office and administrative support,"Major: Physical fitness, parks, recreation, and leisure",Occ: Secretaries and administrative assistants
Bachelors,"Industrial arts, consumer services, and recreation",568,39000,0.0511404579,0.0202938148,Personal care and service,"Major: Physical fitness, parks, recreation, and leisure",Occ: Recreation and fitness workers
Bachelors,"Industrial arts, consumer services, and recreation",186,61000,0.015634364,0.0062041073,Protective service,"Major: Physical fitness, parks, recreation, and leisure",Occ: Police and sheriff's patrol officers
Bachelors,"Industrial arts, consumer services, and recreation",235,58000,0.0182462093,0.0072405529,Sales and related,"Major: Physical fitness, parks, recreation, and leisure",Occ: First-line supervisors of non-retail sales workers
Bachelors,"Industrial arts, consumer services, and recreation",299,45000,0.0256955145,0.0101966238,Sales and related,"Major: Physical fitness, parks, recreation, and leisure",Occ: First-line supervisors of retail sales workers
Bachelors,"Industrial arts, consumer services, and recreation",266,45000,0.0241386217,0.0095788098,Sales and related,"Major: Physical fitness, parks, recreation, and leisure",Occ: Retail salespersons
Bachelors,"Industrial arts, consumer services, and recreation",136,63000,0.0121630755,0.0048266131,Sales and related,"Major: Physical fitness, parks, recreation, and leisure","Occ: Sales representatives, services, all other"
Bachelors,"Industrial arts, consumer services, and recreation",342,72000,0.0288835139,0.0114617019,Sales and related,"Major: Physical fitness, parks, recreation, and leisure","Occ: Sales representatives, wholesale and manufacturing"
Bachelors,"Industrial arts, consumer services, and recreation",177,64000,0.0400441023,0.0060150581,"Installation, maintenance and repair",Major: Transportation sciences and technologies,Occ: Aircraft mechanics and service technicians
Bachelors,"Industrial arts, consumer services, and recreation",50,77000,0.0112174082,0.0016849763,"Installation, maintenance and repair",Major: Transportation sciences and technologies,"Occ: First-line supervisors of mechanics, installers, and repairers"
Bachelors,"Industrial arts, consumer services, and recreation",57,140000,0.0117655243,0.0017673092,Management,Major: Transportation sciences and technologies,Occ: Chief executives
Bachelors,"Industrial arts, consumer services, and recreation",113,84000,0.024642038,0.0037015011,Management,Major: Transportation sciences and technologies,Occ: General and operations managers
Bachelors,"Industrial arts, consumer services, and recreation",259,82000,0.0574615475,0.0086313471,Management,Major: Transportation sciences and technologies,"Occ: Managers, all other"
Bachelors,"Industrial arts, consumer services, and recreation",72,72000,0.0182417277,0.0027401052,Protective service,Major: Transportation sciences and technologies,Occ: Police and sheriff's patrol officers
Bachelors,"Industrial arts, consumer services, and recreation",56,88000,0.0113502209,0.0017049262,Sales and related,Major: Transportation sciences and technologies,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,"Industrial arts, consumer services, and recreation",211,108000,0.0494527271,0.0074283355,Transportation and material moving,Major: Transportation sciences and technologies,Occ: Air traffic controllers and airfield operations specialists
Bachelors,"Industrial arts, consumer services, and recreation",1169,88000,0.2428871387,0.0364842801,Transportation and material moving,Major: Transportation sciences and technologies,Occ: Aircraft pilots and flight engineers
Bachelors,"Industrial arts, consumer services, and recreation",77,101000,0.0152038992,0.0022837904,Transportation and material moving,Major: Transportation sciences and technologies,Occ: Ship and boat captains and operators
Bachelors,Law and public policy,383,39000,0.0137767822,0.0120498893,Community and social service,Major: Criminal justice and fire protection,Occ: Counselors
Bachelors,Law and public policy,1099,47000,0.0386238847,0.0337824558,Community and social service,Major: Criminal justice and fire protection,Occ: Probation officers and correctional treatment specialists
Bachelors,Law and public policy,1122,40000,0.036440262,0.031872546,Community and social service,Major: Criminal justice and fire protection,Occ: Social workers
Bachelors,Law and public policy,367,45000,0.012111919,0.0105937135,"Education, training, and library",Major: Criminal justice and fire protection,Occ: Elementary and middle school teachers
Bachelors,Law and public policy,467,50000,0.0162833349,0.0142422506,Legal,Major: Criminal justice and fire protection,Occ: Paralegals and legal assistants
Bachelors,Law and public policy,999,72000,0.032454319,0.0283862333,Management,Major: Criminal justice and fire protection,"Occ: Managers, all other"
Bachelors,Law and public policy,363,37000,0.0142716906,0.012482762,Office and administrative support,Major: Criminal justice and fire protection,Occ: Customer service representatives
Bachelors,Law and public policy,580,57000,0.0180668255,0.0158021841,Office and administrative support,Major: Criminal justice and fire protection,Occ: First-line supervisors of office and administrative support workers
Bachelors,Law and public policy,529,38000,0.0174699226,0.0152801018,Office and administrative support,Major: Criminal justice and fire protection,Occ: Secretaries and administrative assistants
Bachelors,Law and public policy,991,50000,0.0336625609,0.0294430244,Protective service,Major: Criminal justice and fire protection,"Occ: Bailiffs, correctional officers, and jailers"
Bachelors,Law and public policy,1064,75000,0.0372264038,0.0325601465,Protective service,Major: Criminal justice and fire protection,Occ: Detectives and criminal investigators
Bachelors,Law and public policy,454,72000,0.0148607478,0.0129979819,Protective service,Major: Criminal justice and fire protection,Occ: Firefighters
Bachelors,Law and public policy,845,85000,0.0268596883,0.0234928786,Protective service,Major: Criminal justice and fire protection,Occ: First-line supervisors of police and detectives
Bachelors,Law and public policy,4714,70000,0.1576620739,0.1378994396,Protective service,Major: Criminal justice and fire protection,Occ: Police and sheriff's patrol officers
Bachelors,Law and public policy,293,59000,0.0106061671,0.0092767047,Protective service,Major: Criminal justice and fire protection,Occ: Private detectives and investigators
Bachelors,Law and public policy,924,45000,0.0335426782,0.0293381688,Protective service,Major: Criminal justice and fire protection,Occ: Security guards and gaming surveillance officers
Bachelors,Law and public policy,496,48000,0.0177636666,0.0155370256,Sales and related,Major: Criminal justice and fire protection,Occ: First-line supervisors of retail sales workers
Bachelors,Law and public policy,292,42000,0.0100393918,0.0087809736,Sales and related,Major: Criminal justice and fire protection,Occ: Retail salespersons
Bachelors,Law and public policy,322,68000,0.0110257566,0.0096436994,Sales and related,Major: Criminal justice and fire protection,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Law and public policy,60,43000,0.0281519513,0.0018753239,Legal,Major: Pre-law and legal studies,Occ: Miscellaneous legal support workers
Bachelors,Law and public policy,508,51000,0.2311575182,0.0153984075,Legal,Major: Pre-law and legal studies,Occ: Paralegals and legal assistants
Bachelors,Law and public policy,71,71000,0.0339990852,0.0022648269,Management,Major: Pre-law and legal studies,"Occ: Managers, all other"
Bachelors,Law and public policy,55,57000,0.0202527577,0.0013491243,Office and administrative support,Major: Pre-law and legal studies,Occ: First-line supervisors of office and administrative support workers
Bachelors,Law and public policy,112,44000,0.0448939563,0.0029905817,Office and administrative support,Major: Pre-law and legal studies,Occ: Secretaries and administrative assistants
Bachelors,Law and public policy,59,80000,0.0304718501,0.0020298624,Protective service,Major: Pre-law and legal studies,Occ: Police and sheriff's patrol officers
Bachelors,Law and public policy,123,78000,0.0786025936,0.0035554846,Management,Major: Public administration,"Occ: Managers, all other"
Bachelors,Law and public policy,50,47000,0.0298924092,0.0013521437,Office and administrative support,Major: Public administration,Occ: Secretaries and administrative assistants
Bachelors,Law and public policy,67,83000,0.0392679212,0.0017762326,Protective service,Major: Public administration,Occ: Police and sheriff's patrol officers
Bachelors,Physical sciences,148,79000,0.2583916712,0.0050446837,"Life, physical, and social sciences",Major: Atmospheric sciences and meteorology,Occ: Atmospheric and space scientists
Bachelors,Physical sciences,70,51000,0.01065644,0.0027198187,Architecture and engineering,Major: Chemistry,"Occ: Engineering technicians, except drafters"
Bachelors,Physical sciences,59,87000,0.0107951206,0.0027552139,Business and financial operations,Major: Chemistry,Occ: Compliance officers
Bachelors,Physical sciences,74,94000,0.0126611304,0.0032314713,Business and financial operations,Major: Chemistry,Occ: Management analysts
Bachelors,Physical sciences,61,67000,0.0101250597,0.0025841958,Computer and mathematical,Major: Chemistry,Occ: Computer systems analysts
Bachelors,Physical sciences,114,91000,0.0185310288,0.0047296319,Computer and mathematical,Major: Chemistry,"Occ: Software developers, applications and systems software"
Bachelors,Physical sciences,162,46000,0.0215421836,0.0054981621,"Education, training, and library",Major: Chemistry,Occ: Elementary and middle school teachers
Bachelors,Physical sciences,196,26000,0.0258454027,0.0065964628,"Education, training, and library",Major: Chemistry,Occ: Postsecondary teachers
Bachelors,Physical sciences,84,46000,0.0132227184,0.0033748041,"Education, training, and library",Major: Chemistry,Occ: Secondary school teachers
Bachelors,Physical sciences,175,53000,0.0259181757,0.0066150365,Healthcare practitioners and technical,Major: Chemistry,Occ: Clinical laboratory technologists and technicians
Bachelors,Physical sciences,106,63000,0.0151752319,0.0038731396,Healthcare practitioners and technical,Major: Chemistry,Occ: Registered nurses
Bachelors,Physical sciences,176,52000,0.0238942622,0.0060984777,"Life, physical, and social sciences",Major: Chemistry,Occ: Chemical technicians
Bachelors,Physical sciences,952,62000,0.1425513393,0.0363830511,"Life, physical, and social sciences",Major: Chemistry,Occ: Chemists and materials scientists
Bachelors,Physical sciences,122,42000,0.0172389646,0.0043998614,"Life, physical, and social sciences",Major: Chemistry,"Occ: Miscellaneous life, physical, and social science technicians"
Bachelors,Physical sciences,220,61000,0.0300538795,0.0076705827,"Life, physical, and social sciences",Major: Chemistry,"Occ: Physical scientists, all other"
Bachelors,Physical sciences,80,121000,0.0118304197,0.0030194509,Management,Major: Chemistry,Occ: Chief executives
Bachelors,Physical sciences,99,109000,0.0128011841,0.0032672168,Management,Major: Chemistry,Occ: General and operations managers
Bachelors,Physical sciences,109,88000,0.0140657868,0.0035899785,Management,Major: Chemistry,Occ: Industrial production managers
Bachelors,Physical sciences,511,93000,0.0722237784,0.0184335092,Management,Major: Chemistry,"Occ: Managers, all other"
Bachelors,Physical sciences,91,105000,0.0123000115,0.0031393037,Management,Major: Chemistry,Occ: Marketing and sales managers
Bachelors,Physical sciences,111,76000,0.0141344406,0.0036075008,Production,Major: Chemistry,Occ: First-line supervisors of production and operating workers
Bachelors,Physical sciences,141,53000,0.0194482433,0.0049637305,Production,Major: Chemistry,"Occ: Inspectors, testers, sorters, samplers, and weighers"
Bachelors,Physical sciences,99,43000,0.0139174946,0.0035521302,Sales and related,Major: Chemistry,Occ: First-line supervisors of retail sales workers
Bachelors,Physical sciences,194,99000,0.0292588687,0.0074676739,Sales and related,Major: Chemistry,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Physical sciences,60,66000,0.0194590726,0.002077099,Business and financial operations,Major: Geology and earth science,Occ: Management analysts
Bachelors,Physical sciences,55,44000,0.0166355864,0.0017757147,"Education, training, and library",Major: Geology and earth science,Occ: Elementary and middle school teachers
Bachelors,Physical sciences,508,68000,0.1569562819,0.016753817,"Life, physical, and social sciences",Major: Geology and earth science,Occ: Environmental scientists and geoscientists
Bachelors,Physical sciences,51,155000,0.0168292907,0.001796391,Management,Major: Geology and earth science,Occ: Chief executives
Bachelors,Physical sciences,57,100000,0.019948258,0.0021293156,Management,Major: Geology and earth science,Occ: General and operations managers
Bachelors,Physical sciences,324,85000,0.1046200113,0.0111673423,Management,Major: Geology and earth science,"Occ: Managers, all other"
Bachelors,Physical sciences,53,51000,0.0168260076,0.0017960406,Sales and related,Major: Geology and earth science,Occ: First-line supervisors of retail sales workers
Bachelors,Physical sciences,56,85000,0.0157885406,0.0016852993,Sales and related,Major: Geology and earth science,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Physical sciences,248,58000,0.0211312099,0.0096464025,Business and financial operations,Major: Multidisciplinary or general science,Occ: Accountants and auditors
Bachelors,Physical sciences,93,50000,0.0103767552,0.0047369913,Business and financial operations,Major: Multidisciplinary or general science,Occ: Human resources workers
Bachelors,Physical sciences,127,42000,0.0138881319,0.0063399356,Community and social service,Major: Multidisciplinary or general science,Occ: Social workers
Bachelors,Physical sciences,103,83000,0.0111766797,0.005102157,Computer and mathematical,Major: Multidisciplinary or general science,Occ: Computer systems analysts
Bachelors,Physical sciences,148,95000,0.013354593,0.006096375,Computer and mathematical,Major: Multidisciplinary or general science,"Occ: Software developers, applications and systems software"
Bachelors,Physical sciences,404,46000,0.0358399936,0.016360966,"Education, training, and library",Major: Multidisciplinary or general science,Occ: Elementary and middle school teachers
Bachelors,Physical sciences,137,48000,0.0123665865,0.0056453498,"Education, training, and library",Major: Multidisciplinary or general science,Occ: Secondary school teachers
Bachelors,Physical sciences,148,52000,0.0150972307,0.0068918896,Healthcare practitioners and technical,Major: Multidisciplinary or general science,Occ: Clinical laboratory technologists and technicians
Bachelors,Physical sciences,110,57000,0.0104358667,0.0047639757,Healthcare practitioners and technical,Major: Multidisciplinary or general science,Occ: Diagnostic related technologists and technicians
Bachelors,Physical sciences,581,65000,0.0518261999,0.0236586731,Healthcare practitioners and technical,Major: Multidisciplinary or general science,Occ: Registered nurses
Bachelors,Physical sciences,150,127000,0.013538069,0.0061801318,Management,Major: Multidisciplinary or general science,Occ: Chief executives
Bachelors,Physical sciences,146,80000,0.0136309585,0.0062225359,Management,Major: Multidisciplinary or general science,Occ: Financial managers
Bachelors,Physical sciences,116,88000,0.0116457333,0.0053162801,Management,Major: Multidisciplinary or general science,Occ: General and operations managers
Bachelors,Physical sciences,518,76000,0.0532717448,0.0243185647,Management,Major: Multidisciplinary or general science,"Occ: Managers, all other"
Bachelors,Physical sciences,144,99000,0.0139226776,0.0063557057,Management,Major: Multidisciplinary or general science,Occ: Marketing and sales managers
Bachelors,Physical sciences,143,71000,0.0129484893,0.0059109886,Management,Major: Multidisciplinary or general science,Occ: Medical and health services managers
Bachelors,Physical sciences,128,43000,0.0139057886,0.0063479959,Office and administrative support,Major: Multidisciplinary or general science,Occ: Customer service representatives
Bachelors,Physical sciences,126,50000,0.0128555998,0.0058685845,Office and administrative support,Major: Multidisciplinary or general science,Occ: First-line supervisors of office and administrative support workers
Bachelors,Physical sciences,141,37000,0.0120103821,0.0054827424,Office and administrative support,Major: Multidisciplinary or general science,Occ: Secretaries and administrative assistants
Bachelors,Physical sciences,105,73000,0.0111290834,0.0050804293,Protective service,Major: Multidisciplinary or general science,Occ: Police and sheriff's patrol officers
Bachelors,Physical sciences,141,63000,0.0131219854,0.0059901896,Sales and related,Major: Multidisciplinary or general science,Occ: First-line supervisors of non-retail sales workers
Bachelors,Physical sciences,264,50000,0.0262815872,0.0119975511,Sales and related,Major: Multidisciplinary or general science,Occ: First-line supervisors of retail sales workers
Bachelors,Physical sciences,160,55000,0.0165335634,0.0075475758,Sales and related,Major: Multidisciplinary or general science,Occ: Retail salespersons
Bachelors,Physical sciences,263,88000,0.0267168628,0.0121962545,Sales and related,Major: Multidisciplinary or general science,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Physical sciences,203,61000,0.2646912282,0.0067022978,Healthcare practitioners and technical,"Major: Nuclear, industrial radiology, and biological technologies",Occ: Diagnostic related technologists and technicians
Bachelors,Physical sciences,50,95000,0.0158407047,0.0016499042,Architecture and engineering,Major: Physics,Occ: Electrical and electronics engineers
Bachelors,Physical sciences,126,97000,0.0419401835,0.0043683211,Architecture and engineering,Major: Physics,"Occ: Engineers, all other"
Bachelors,Physical sciences,93,88000,0.0295381365,0.0030765737,Computer and mathematical,Major: Physics,Occ: Computer programmers
Bachelors,Physical sciences,277,109000,0.0892032206,0.0092910493,Computer and mathematical,Major: Physics,"Occ: Software developers, applications and systems software"
Bachelors,Physical sciences,65,44000,0.0257428274,0.0026812696,"Education, training, and library",Major: Physics,Occ: Elementary and middle school teachers
Bachelors,Physical sciences,94,25000,0.0313954153,0.0032700204,"Education, training, and library",Major: Physics,Occ: Postsecondary teachers
Bachelors,Physical sciences,56,49000,0.0198008809,0.0020623803,"Life, physical, and social sciences",Major: Physics,"Occ: Physical scientists, all other"
Bachelors,Physical sciences,65,154000,0.0264123899,0.0027510085,Management,Major: Physics,Occ: Chief executives
Bachelors,Physical sciences,69,104000,0.0243599622,0.0025372359,Management,Major: Physics,Occ: Computer and information systems managers
Bachelors,Physical sciences,193,110000,0.0626966209,0.0065302283,Management,Major: Physics,"Occ: Managers, all other"
Bachelors,Psychology and social work,54,50000,0.0219973379,0.0010309556,Business and financial operations,Major: Human services and community organization,Occ: Human resources workers
Bachelors,Psychology and social work,147,39000,0.0594581898,0.0027866443,Community and social service,Major: Human services and community organization,Occ: Counselors
Bachelors,Psychology and social work,52,37000,0.0202356718,0.0009483911,Community and social service,Major: Human services and community organization,Occ: Social and human service assistants
Bachelors,Psychology and social work,362,39000,0.1433996242,0.0067207519,Community and social service,Major: Human services and community organization,Occ: Social workers
Bachelors,Psychology and social work,67,41000,0.0250156593,0.0011724162,"Education, training, and library",Major: Human services and community organization,Occ: Elementary and middle school teachers
Bachelors,Psychology and social work,77,57000,0.0293258691,0.001374424,Management,Major: Human services and community organization,"Occ: Managers, all other"
Bachelors,Psychology and social work,69,51000,0.0251761666,0.0011799387,Management,Major: Human services and community organization,Occ: Social and community service managers
Bachelors,Psychology and social work,76,34000,0.0332367679,0.0015577173,Office and administrative support,Major: Human services and community organization,Occ: Secretaries and administrative assistants
Bachelors,Psychology and social work,643,53000,0.015589913,0.0122322089,Business and financial operations,Major: Psychology,Occ: Accountants and auditors
Bachelors,Psychology and social work,950,57000,0.0239317055,0.0187773736,Business and financial operations,Major: Psychology,Occ: Human resources workers
Bachelors,Psychology and social work,1213,37000,0.0352245652,0.0276380144,Community and social service,Major: Psychology,Occ: Counselors
Bachelors,Psychology and social work,2773,40000,0.0670196255,0.0525851593,Community and social service,Major: Psychology,Occ: Social workers
Bachelors,Psychology and social work,1518,45000,0.0360801877,0.0283093557,"Education, training, and library",Major: Psychology,Occ: Elementary and middle school teachers
Bachelors,Psychology and social work,1154,60000,0.0276640339,0.0217058454,Healthcare practitioners and technical,Major: Psychology,Occ: Registered nurses
Bachelors,Psychology and social work,514,49000,0.0127646519,0.0100154432,Management,Major: Psychology,Occ: Education administrators
Bachelors,Psychology and social work,556,62000,0.0144038739,0.011301615,Management,Major: Psychology,Occ: Financial managers
Bachelors,Psychology and social work,478,68000,0.0114453238,0.0089802676,Management,Major: Psychology,Occ: General and operations managers
Bachelors,Psychology and social work,1582,68000,0.0363339046,0.0285084279,Management,Major: Psychology,"Occ: Managers, all other"
Bachelors,Psychology and social work,608,77000,0.0149302489,0.0117146211,Management,Major: Psychology,Occ: Marketing and sales managers
Bachelors,Psychology and social work,475,55000,0.0123923778,0.0097233483,Management,Major: Psychology,Occ: Medical and health services managers
Bachelors,Psychology and social work,508,48000,0.0119031835,0.009339515,Management,Major: Psychology,Occ: Social and community service managers
Bachelors,Psychology and social work,773,39000,0.0206153794,0.0161753069,Office and administrative support,Major: Psychology,Occ: Customer service representatives
Bachelors,Psychology and social work,680,50000,0.0160117612,0.0125632008,Office and administrative support,Major: Psychology,Occ: First-line supervisors of office and administrative support workers
Bachelors,Psychology and social work,1264,40000,0.0306200117,0.0240251745,Office and administrative support,Major: Psychology,Occ: Secretaries and administrative assistants
Bachelors,Psychology and social work,452,70000,0.0126023666,0.0098881104,Protective service,Major: Psychology,Occ: Police and sheriff's patrol officers
Bachelors,Psychology and social work,447,69000,0.0111782779,0.0087707372,Sales and related,Major: Psychology,Occ: First-line supervisors of non-retail sales workers
Bachelors,Psychology and social work,926,46000,0.0237605342,0.0186430686,Sales and related,Major: Psychology,Occ: First-line supervisors of retail sales workers
Bachelors,Psychology and social work,548,43000,0.0143061286,0.0112249217,Sales and related,Major: Psychology,Occ: Retail salespersons
Bachelors,Psychology and social work,692,72000,0.0174849565,0.0137191041,Sales and related,Major: Psychology,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Psychology and social work,101,44000,0.0121564855,0.0018965988,Business and financial operations,Major: Social work,Occ: Human resources workers
Bachelors,Psychology and social work,325,39000,0.0434091315,0.0067724924,Community and social service,Major: Social work,Occ: Counselors
Bachelors,Psychology and social work,128,48000,0.0157515688,0.0024574871,Community and social service,Major: Social work,Occ: Probation officers and correctional treatment specialists
Bachelors,Psychology and social work,152,38000,0.0199264284,0.0031088294,Community and social service,Major: Social work,Occ: Social and human service assistants
Bachelors,Psychology and social work,2985,41000,0.374369655,0.0584074258,Community and social service,Major: Social work,Occ: Social workers
Bachelors,Psychology and social work,185,44000,0.0233098287,0.0036366919,"Education, training, and library",Major: Social work,Occ: Elementary and middle school teachers
Bachelors,Psychology and social work,142,53000,0.0141733543,0.0022112613,Healthcare practitioners and technical,Major: Social work,Occ: Registered nurses
Bachelors,Psychology and social work,194,58000,0.0217139739,0.003387714,Management,Major: Social work,"Occ: Managers, all other"
Bachelors,Psychology and social work,110,56000,0.0123034876,0.0019195334,Management,Major: Social work,Occ: Medical and health services managers
Bachelors,Psychology and social work,228,50000,0.0268049506,0.0041819847,Management,Major: Social work,Occ: Social and community service managers
Bachelors,Psychology and social work,107,37000,0.0144920548,0.0022609835,Office and administrative support,Major: Social work,Occ: Customer service representatives
Bachelors,Psychology and social work,146,48000,0.0187174831,0.0029202153,Office and administrative support,Major: Social work,Occ: First-line supervisors of office and administrative support workers
Bachelors,Psychology and social work,94,37000,0.0126986292,0.0019811815,Office and administrative support,Major: Social work,"Occ: Office and administrative support workers, all other"
Bachelors,Psychology and social work,182,37000,0.0220785391,0.0034445918,Office and administrative support,Major: Social work,Occ: Secretaries and administrative assistants
Bachelors,Social sciences,57,47000,0.0143621012,0.00064094,Business and financial operations,Major: Anthropology and archeology,Occ: Accountants and auditors
Bachelors,Social sciences,61,50000,0.017940772,0.000800646,Business and financial operations,Major: Anthropology and archeology,Occ: Human resources workers
Bachelors,Social sciences,57,41000,0.01647639,0.0007352948,Community and social service,Major: Anthropology and archeology,Occ: Social workers
